order_id,product_id,customer_id,quantity,price,order_date,order_status,channel,discount
58,35,1875,4,1140.27,2024-02-08,Completed,Store,0.08
59,37,1136,3,1851.46,2024-02-27,Cancelled,Store,0.11
60,80,1833,1,1312.15,2024-02-14,Completed,App,0.08
61,47,632,3,1593.9,2024-02-22,Completed,App,0.17
62,90,471,1,1737.41,2024-01-18,Completed,Web,0.12
63,72,765,2,282.01,2024-02-07,Completed,Store,0.12
64,11,1379,3,1844.24,2024-02-03,Cancelled,Web,0.1
65,100,1697,3,1632.26,2024-01-04,Completed,Store,0.23
66,63,86,1,689.39,2024-01-13,Cancelled,App,0.03
67,27,1419,4,344.77,2024-01-28,Completed,App,0.1
68,68,534,2,163.37,2024-02-13,Completed,Store,0.2
69,77,705,5,905.46,2024-02-09,Cancelled,App,0.06
70,45,398,1,1397.95,2024-01-10,Completed,Store,0.24
71,22,1966,5,593.33,2024-01-21,Cancelled,App,0.05
72,87,170,3,706.73,2024-01-24,Cancelled,Store,0.06
73,67,321,1,1100.87,2024-01-30,Completed,App,0.18
74,7,292,4,581.11,2024-02-13,Cancelled,Store,0.01
75,1,1369,2,373.95,2024-01-06,Completed,Store,0.01
76,55,958,5,215.89,2024-02-03,Completed,App,0.29
77,34,1787,3,1590.73,2024-02-02,Completed,Web,0.16
78,46,1912,5,294.82,2024-02-15,Cancelled,App,0.12
79,59,671,4,334.26,2024-03-01,Cancelled,Web,0.23
80,57,1656,3,544.69,2024-01-02,Completed,App,0.17
81,47,1493,5,926.28,2024-01-26,Cancelled,Store,0.03
82,82,513,2,1888.51,2024-02-14,Cancelled,Store,0.2
83,60,910,5,703.07,2024-02-07,Completed,App,0.2
84,52,1,1,238.0,2024-02-12,Cancelled,Store,0.03
85,95,641,2,1995.59,2024-02-16,Cancelled,Store,0.22
86,72,359,4,611.36,2024-01-21,Completed,App,0.25
87,77,1948,2,1668.68,2024-02-29,Completed,Store,0.11
88,15,1982,4,464.88,2024-01-28,Cancelled,Web,0.11
89,9,355,2,1260.74,2024-02-11,Cancelled,Web,0.17
90,84,29,1,1360.32,2024-01-24,Cancelled,App,0.09
91,5,1396,3,445.68,2024-01-19,Completed,Web,0.07
92,33,1590,3,498.43,2024-02-04,Cancelled,Web,0.15
93,58,57,5,477.31,2024-02-09,Completed,App,0.25
94,71,1503,2,382.64,2024-02-02,Cancelled,Web,0.22
95,44,1985,5,1659.37,2024-02-11,Cancelled,App,0.1
96,86,1388,1,255.53,2024-02-23,Cancelled,Store,0.24
97,44,568,5,1656.82,2024-01-12,Completed,Web,0.17
98,58,777,1,315.87,2024-01-12,Cancelled,Store,0.07
99,52,729,1,1975.64,2024-02-22,Cancelled,Store,0.09
100,62,625,1,1391.58,2024-01-04,Completed,App,0.25
101,31,1748,4,1874.05,2024-02-02,Completed,Store,0.05
102,28,16,2,1258.09,2024-02-28,Cancelled,Web,0.21
103,24,1806,2,537.72,2024-01-22,Cancelled,Web,0.14
104,75,259,3,725.79,2024-01-18,Cancelled,App,0.24
105,9,680,3,796.48,2024-01-24,Completed,Web,0.06
106,55,1982,2,1397.58,2024-02-03,Completed,App,0.02
107,11,1774,5,1110.62,2024-01-30,Cancelled,App,0.27
108,29,495,5,1169.65,2024-01-08,Cancelled,Web,0.21
109,8,1752,1,1037.23,2024-02-12,Cancelled,Web,0.14
110,43,86,5,1972.72,2024-02-28,Cancelled,Store,0.24
111,21,1465,4,798.61,2024-01-08,Cancelled,Store,0.16
112,96,1664,3,1169.87,2024-01-13,Completed,App,0.16
113,61,301,4,1704.03,2024-02-10,Completed,Store,0.19
114,39,31,5,718.77,2024-02-28,Cancelled,Web,0.21
115,22,1531,3,143.79,2024-02-11,Cancelled,App,0.28
116,87,751,5,1154.16,2024-01-04,Completed,Web,0.08
117,51,1940,4,337.85,2024-01-02,Cancelled,App,0.05
118,27,267,1,1743.12,2024-01-24,Completed,Store,0.23
119,23,1814,5,1080.05,2024-01-29,Cancelled,Web,0.22
120,44,1139,1,595.11,2024-01-12,Completed,Web,0.21
121,42,257,3,1510.3,2024-01-08,Cancelled,Store,0.15
122,51,452,2,1446.95,2024-02-16,Completed,App,0.11
123,52,658,5,1756.72,2024-02-07,Completed,Web,0.07
124,68,1705,5,1953.23,2024-02-21,Completed,Store,0.07
125,5,595,1,1236.64,2024-02-21,Cancelled,Web,0.15
126,59,1161,4,880.49,2024-01-20,Completed,Web,0.11
127,3,429,3,897.79,2024-02-02,Cancelled,Web,0.13
128,89,54,4,1324.57,2024-02-11,Cancelled,Store,0.1
129,63,918,5,142.52,2024-02-14,Cancelled,App,0.04
130,13,981,4,221.06,2024-01-24,Cancelled,Web,0.05
131,100,405,4,1306.39,2024-01-15,Completed,Store,0.04
132,58,1322,5,955.64,2024-01-18,Completed,App,0.04
133,81,615,1,988.09,2024-01-06,Cancelled,Store,0.03
134,29,1038,2,315.74,2024-01-29,Completed,Store,0.29
135,31,64,1,487.77,2024-01-07,Cancelled,Store,0.26
136,14,447,2,2023.2,2024-02-01,Cancelled,App,0.11
137,29,508,2,1103.13,2024-01-23,Completed,Store,0.23
138,26,629,1,415.0,2024-01-29,Completed,App,0.02
139,41,1986,5,1171.12,2024-01-28,Completed,Web,0.03
140,73,1391,5,1856.11,2024-02-18,Completed,Store,0.28
141,90,601,1,1199.14,2024-02-05,Cancelled,Store,0.11
142,19,560,4,1217.12,2024-01-12,Completed,Store,0.08
143,48,1214,4,1368.51,2024-02-11,Completed,App,0.14
144,3,764,1,1317.35,2024-02-22,Cancelled,Store,0.25
145,45,1504,1,1517.9,2024-01-14,Completed,App,0.28
146,48,16,2,1752.01,2024-01-04,Cancelled,Web,0.3
147,96,1301,1,1216.19,2024-02-13,Completed,Store,0.27
148,29,1659,1,1117.23,2024-02-14,Cancelled,Store,0.05
149,8,1793,1,1416.03,2024-01-26,Completed,Web,0.14
150,58,1058,1,1026.98,2024-02-05,Cancelled,App,0.04
151,52,747,5,1945.27,2024-01-20,Completed,Web,0.11
152,77,790,4,672.51,2024-01-12,Completed,Web,0.12
153,36,170,1,1773.04,2024-01-29,Completed,Store,0.04
154,80,638,2,1458.41,2024-01-06,Cancelled,Web,0.22
155,92,1204,2,1551.94,2024-01-13,Cancelled,Store,0.18
156,5,36,3,1998.5,2024-02-20,Cancelled,Store,0.29
157,73,516,4,100.59,2024-01-08,Cancelled,App,0.03
158,75,1841,5,939.12,2024-02-29,Cancelled,Web,0.25
159,13,1593,5,421.83,2024-02-09,Cancelled,Web,0.09
160,67,1727,5,112.77,2024-02-04,Cancelled,Web,0.11
161,99,1826,4,567.01,2024-03-01,Cancelled,Store,0.05
162,78,911,4,1706.27,2024-01-17,Completed,Web,0.03
163,16,264,1,659.39,2024-01-15,Cancelled,Web,0.29
164,9,1190,2,1452.51,2024-01-22,Cancelled,App,0.09
165,39,280,4,605.1,2024-01-02,Completed,Web,0.25
166,21,1980,2,847.11,2024-02-06,Completed,Web,0.1
167,60,286,5,931.83,2024-01-20,Completed,App,0.05
168,37,1250,4,1679.61,2024-02-01,Cancelled,Store,0.26
169,91,617,4,600.94,2024-02-05,Completed,App,0.01
170,38,1642,4,1593.59,2024-02-17,Completed,Web,0.22
171,15,98,3,676.88,2024-01-08,Completed,App,0.17
172,7,1227,5,444.96,2024-01-06,Cancelled,Store,0.1
173,52,372,4,1654.84,2024-02-23,Cancelled,Store,0.02
174,56,1876,4,1615.76,2024-02-11,Completed,Web,0.14
175,77,1394,1,1393.37,2024-01-01,Completed,Store,0.21
176,55,127,1,1613.57,2024-02-11,Cancelled,Web,0.16
177,42,1650,3,1442.44,2024-02-22,Cancelled,Store,0.3
178,59,646,2,1774.97,2024-01-10,Cancelled,Store,0.18
179,92,191,4,1884.65,2024-02-22,Cancelled,Web,0.02
180,10,1455,1,1771.89,2024-02-19,Completed,App,0.01
181,95,1871,3,175.59,2024-01-31,Cancelled,Store,0.13
182,55,360,4,1289.09,2024-01-01,Cancelled,App,0.02
183,2,156,5,184.54,2024-02-11,Cancelled,Store,0.12
184,16,417,3,1172.46,2024-01-26,Cancelled,App,0.16
185,56,76,4,136.94,2024-02-28,Cancelled,Web,0.05
186,91,740,1,1758.4,2024-02-27,Cancelled,App,0.01
187,64,757,2,1098.86,2024-01-23,Completed,App,0.26
188,33,1218,1,1082.87,2024-01-03,Completed,Web,0.24
189,8,1800,5,987.54,2024-02-03,Cancelled,Store,0.24
190,43,645,1,230.68,2024-02-15,Cancelled,Web,0.29
191,85,747,1,799.87,2024-02-02,Cancelled,App,0.22
192,26,1588,4,1427.22,2024-01-08,Cancelled,Web,0.27
193,22,1403,2,820.52,2024-02-19,Cancelled,App,0.18
194,43,1983,1,1374.11,2024-02-12,Cancelled,Store,0.13
195,80,339,4,692.24,2024-02-29,Cancelled,Web,0.25
196,48,430,3,1376.58,2024-02-24,Cancelled,App,0.02
197,30,1970,4,1988.52,2024-01-12,Cancelled,App,0.06
198,11,761,5,1384.36,2024-02-28,Completed,App,0.0
199,75,1516,4,1709.06,2024-01-07,Cancelled,Store,0.29
200,65,1698,2,1522.4,2024-02-01,Cancelled,App,0.06
201,78,1487,4,780.15,2024-01-17,Cancelled,App,0.03
202,80,217,1,309.8,2024-01-31,Cancelled,Store,0.12
203,32,1357,1,332.54,2024-02-11,Cancelled,Store,0.17
204,45,723,5,873.2,2024-02-11,Completed,Web,0.01
205,60,1422,4,381.36,2024-01-09,Cancelled,Store,0.09
206,73,1951,4,1958.42,2024-02-23,Cancelled,Store,0.21
207,82,1360,4,1998.92,2024-02-04,Cancelled,App,0.25
208,96,744,2,635.38,2024-02-12,Completed,Web,0.16
209,45,588,2,249.68,2024-02-19,Cancelled,Store,0.14
210,53,424,4,257.87,2024-02-21,Cancelled,Web,0.17
211,36,1179,3,1312.4,2024-02-18,Cancelled,App,0.28
212,77,771,4,968.39,2024-01-18,Cancelled,App,0.15
213,91,1577,4,1828.95,2024-02-28,Completed,Web,0.05
214,43,321,2,377.75,2024-02-29,Cancelled,Store,0.25
215,61,200,2,719.86,2024-01-19,Cancelled,App,0.23
216,25,546,5,633.59,2024-01-02,Cancelled,Web,0.25
217,62,569,5,1252.34,2024-02-13,Completed,Web,0.14
218,24,1994,3,1748.29,2024-01-25,Completed,Store,0.03
219,1,989,5,703.4,2024-02-08,Cancelled,App,0.16
220,44,1249,2,1926.67,2024-01-19,Completed,App,0.15
221,37,1536,1,1111.15,2024-02-16,Completed,App,0.26
222,37,1319,1,292.37,2024-02-16,Cancelled,Store,0.08
223,69,350,4,1640.0,2024-01-15,Cancelled,Store,0.06
224,92,272,5,1189.77,2024-02-23,Cancelled,Web,0.18
225,44,1383,3,783.8,2024-01-21,Completed,Web,0.02
226,9,1229,3,225.0,2024-02-21,Cancelled,Store,0.02
227,85,65,1,1238.35,2024-01-10,Completed,Web,0.17
228,19,33,3,1669.36,2024-02-20,Completed,Web,0.25
229,51,1475,3,1596.41,2024-01-01,Cancelled,App,0.15
230,8,882,4,1585.36,2024-02-05,Completed,Store,0.25
231,28,576,3,419.17,2024-02-18,Completed,Store,0.13
232,68,1398,2,978.89,2024-01-13,Completed,App,0.29
233,24,509,4,1945.14,2024-01-25,Cancelled,Store,0.07
234,37,1764,2,482.25,2024-01-11,Cancelled,App,0.11
235,53,87,3,1294.96,2024-01-01,Cancelled,Store,0.25
236,59,532,1,1449.14,2024-02-06,Completed,App,0.11
237,71,1200,4,389.47,2024-01-05,Cancelled,Store,0.0
238,52,1567,5,1615.09,2024-01-08,Cancelled,App,0.06
239,32,1602,4,1348.95,2024-01-08,Completed,App,0.02
240,40,1426,2,875.1,2024-01-20,Completed,App,0.07
241,69,1639,4,838.35,2024-01-31,Cancelled,Web,0.29
242,63,104,3,1531.97,2024-02-27,Cancelled,Web,0.11
243,79,478,1,1406.31,2024-01-05,Completed,Web,0.06
244,11,1416,5,1269.29,2024-02-05,Completed,App,0.02
245,94,334,4,978.91,2024-01-02,Completed,Web,0.21
246,68,699,2,1282.07,2024-01-12,Cancelled,Store,0.01
247,19,1688,1,855.55,2024-02-22,Cancelled,Store,0.3
248,83,308,2,430.61,2024-01-16,Completed,Web,0.15
249,85,976,4,907.21,2024-01-02,Cancelled,App,0.22
250,37,31,5,1500.14,2024-02-24,Cancelled,Store,0.02
251,31,1254,3,816.95,2024-01-18,Completed,Web,0.11
252,77,432,5,1230.53,2024-02-01,Cancelled,Store,0.16
253,11,355,3,684.65,2024-01-02,Completed,Web,0.18
254,63,272,2,926.84,2024-01-30,Cancelled,App,0.18
255,74,857,4,1624.32,2024-01-14,Completed,Web,0.15
256,96,594,5,1707.63,2024-02-18,Cancelled,Web,0.07
257,1,994,2,212.45,2024-01-05,Cancelled,App,0.28
258,100,445,1,1177.12,2024-02-28,Cancelled,Web,0.03
259,56,133,4,1984.91,2024-02-04,Completed,Store,0.21
260,13,1827,1,1933.13,2024-02-18,Cancelled,App,0.12
261,88,1858,4,1872.98,2024-02-15,Cancelled,Store,0.22
262,35,667,4,161.17,2024-02-23,Completed,Web,0.02
263,6,1070,5,697.17,2024-01-19,Completed,Web,0.18
264,35,302,5,540.22,2024-02-03,Completed,App,0.26
265,81,1813,2,1998.55,2024-01-08,Completed,Store,0.13
266,8,127,1,381.37,2024-02-02,Cancelled,Web,0.12
267,62,642,1,374.53,2024-02-01,Completed,Store,0.01
268,97,269,5,1313.37,2024-02-06,Cancelled,Store,0.08
269,82,1657,1,622.35,2024-01-21,Cancelled,Store,0.05
270,5,121,4,1147.89,2024-01-02,Completed,Store,0.04
271,61,1325,4,1864.31,2024-01-08,Cancelled,Web,0.13
272,66,1292,5,658.54,2024-02-05,Cancelled,Store,0.24
273,62,335,3,270.81,2024-01-16,Completed,Web,0.02
274,8,921,5,1980.53,2024-01-27,Completed,Web,0.24
275,84,1284,5,710.63,2024-02-27,Cancelled,Store,0.27
276,59,711,2,1522.2,2024-02-04,Completed,Store,0.11
277,78,1042,2,527.56,2024-02-22,Completed,Store,0.19
278,5,931,1,1486.38,2024-01-18,Cancelled,Web,0.01
279,50,1775,4,1355.14,2024-02-17,Cancelled,Store,0.05
280,3,1079,4,300.53,2024-01-17,Cancelled,App,0.23
281,94,400,4,1371.73,2024-01-28,Cancelled,App,0.07
282,59,1656,5,471.01,2024-01-19,Completed,Web,0.09
283,3,501,2,1571.85,2024-02-05,Cancelled,Store,0.02
284,54,1122,1,949.26,2024-02-18,Completed,Store,0.07
285,97,139,4,314.03,2024-02-27,Cancelled,Store,0.29
286,36,1124,4,1014.58,2024-01-22,Cancelled,Web,0.08
287,17,1969,4,462.5,2024-02-27,Completed,Web,0.27
288,96,733,1,436.08,2024-01-21,Cancelled,Web,0.23
289,24,163,2,1060.24,2024-01-28,Completed,Store,0.19
290,64,1307,4,625.29,2024-02-08,Cancelled,App,0.22
291,47,1449,2,1953.67,2024-01-28,Completed,App,0.03
292,81,1850,2,1726.62,2024-02-14,Completed,Web,0.11
293,85,959,5,834.43,2024-01-16,Cancelled,Web,0.23
294,8,82,2,664.67,2024-02-11,Cancelled,Web,0.23
295,23,1461,2,549.77,2024-02-05,Completed,Store,0.05
296,48,950,3,460.11,2024-01-29,Cancelled,Web,0.12
297,23,375,4,850.09,2024-01-18,Completed,App,0.23
298,18,1582,4,448.77,2024-01-28,Cancelled,Web,0.28
299,25,1811,3,1341.06,2024-02-24,Completed,Store,0.11
300,67,124,3,780.07,2024-01-10,Cancelled,App,0.16
301,52,385,3,1435.79,2024-02-13,Cancelled,Web,0.11
302,18,1412,5,298.55,2024-02-06,Completed,App,0.02
303,87,1877,5,1373.7,2024-02-15,Completed,App,0.24
304,69,85,5,907.57,2024-02-15,Cancelled,Web,0.1
305,99,1730,1,901.64,2024-02-21,Completed,App,0.13
306,3,1446,2,1837.17,2024-02-02,Cancelled,Web,0.13
307,72,154,1,547.14,2024-02-08,Completed,Web,0.09
308,34,1191,5,559.66,2024-01-25,Completed,Store,0.1
309,39,1282,4,1494.03,2024-02-09,Completed,App,0.25
310,82,73,4,1014.28,2024-01-09,Completed,App,0.23
311,98,1699,3,364.93,2024-02-22,Cancelled,Web,0.07
312,7,1346,3,1199.41,2024-01-26,Cancelled,App,0.17
313,51,288,3,1355.95,2024-01-18,Cancelled,Web,0.12
314,95,233,5,1267.5,2024-02-27,Cancelled,App,0.14
315,73,1001,3,1103.13,2024-02-27,Cancelled,Web,0.03
316,11,1698,5,1060.51,2024-02-09,Cancelled,Web,0.29
317,92,499,2,1452.27,2024-01-12,Cancelled,App,0.19
318,33,522,2,1150.21,2024-02-03,Cancelled,Web,0.01
319,58,1380,5,1584.87,2024-01-06,Completed,Store,0.29
320,21,972,3,287.06,2024-02-29,Completed,App,0.22
321,71,1713,5,884.38,2024-02-04,Cancelled,Web,0.04
322,75,805,5,855.55,2024-01-31,Completed,Web,0.07
323,74,1519,1,1115.06,2024-01-13,Completed,Store,0.29
324,53,1194,5,356.09,2024-02-28,Completed,Web,0.02
325,81,253,2,477.39,2024-02-09,Cancelled,Web,0.08
326,43,618,3,1376.8,2024-02-29,Cancelled,Store,0.2
327,54,219,4,1984.37,2024-02-12,Completed,Web,0.01
328,25,513,3,1371.18,2024-02-13,Completed,Web,0.2
329,93,110,4,872.31,2024-02-14,Completed,Web,0.16
330,79,1003,4,309.03,2024-01-13,Cancelled,Web,0.13
331,71,775,2,1523.69,2024-02-04,Cancelled,Web,0.3
332,96,848,4,1724.78,2024-01-18,Completed,Store,0.22
333,66,1547,1,1931.87,2024-02-04,Completed,Store,0.17
334,78,1889,2,1032.11,2024-01-09,Completed,App,0.22
335,90,1742,2,1819.04,2024-02-15,Completed,Store,0.15
336,12,857,2,704.9,2024-01-09,Completed,Store,0.15
337,98,675,3,818.0,2024-02-18,Cancelled,Web,0.17
338,92,1629,3,1961.53,2024-01-31,Completed,Web,0.29
339,17,881,2,1247.09,2024-01-23,Cancelled,Web,0.16
340,66,441,2,1981.86,2024-02-07,Completed,App,0.1
341,37,934,4,908.76,2024-01-13,Cancelled,Web,0.11
342,79,727,1,1338.36,2024-01-10,Completed,Store,0.18
343,98,1394,3,1394.7,2024-01-09,Completed,App,0.25
344,66,535,2,875.03,2024-01-23,Completed,Store,0.2
345,15,1464,1,259.72,2024-01-18,Cancelled,App,0.29
346,2,1290,5,857.67,2024-01-09,Completed,Store,0.02
347,80,1845,2,1615.54,2024-01-05,Cancelled,Store,0.12
348,100,590,1,999.95,2024-01-02,Completed,Store,0.29
349,13,941,2,1450.21,2024-01-16,Completed,Store,0.16
350,40,763,3,1371.89,2024-02-18,Cancelled,Web,0.0
351,48,1427,3,1537.07,2024-02-02,Completed,Web,0.13
352,56,1323,2,1521.66,2024-02-20,Cancelled,Store,0.06
353,23,1920,1,1452.82,2024-02-28,Completed,Store,0.03
354,45,23,2,845.09,2024-01-10,Cancelled,Store,0.26
355,31,1313,3,1642.31,2024-01-15,Completed,App,0.3
356,94,1205,1,796.66,2024-01-31,Cancelled,Store,0.05
357,23,638,4,944.42,2024-01-29,Cancelled,Web,0.25
358,63,1913,5,888.12,2024-02-02,Completed,App,0.06
359,21,763,1,1029.0,2024-01-11,Completed,Web,0.21
360,63,1426,5,1667.87,2024-02-16,Cancelled,Web,0.25
361,65,1908,3,1831.76,2024-01-21,Completed,Web,0.15
362,40,432,5,1323.0,2024-01-07,Cancelled,Web,0.03
363,63,484,2,1911.98,2024-01-12,Completed,Web,0.04
364,69,1592,1,1726.26,2024-01-27,Cancelled,App,0.09
365,96,1362,2,1208.06,2024-02-23,Completed,Store,0.2
366,26,725,1,115.4,2024-02-19,Completed,Web,0.11
367,26,892,1,1933.25,2024-02-29,Cancelled,Store,0.02
368,49,1641,3,959.46,2024-01-17,Completed,App,0.18
369,44,714,1,1824.43,2024-01-08,Cancelled,App,0.01
370,29,1037,4,1829.19,2024-01-25,Completed,App,0.14
371,100,823,4,1073.96,2024-02-19,Completed,Store,0.03
372,19,1183,1,1580.66,2024-03-01,Completed,Store,0.01
373,8,1260,5,1131.29,2024-02-15,Completed,Web,0.01
374,69,535,4,1739.72,2024-01-14,Cancelled,App,0.16
375,10,902,2,1633.36,2024-01-04,Completed,Store,0.26
376,10,1825,3,1629.9,2024-02-25,Cancelled,App,0.04
377,83,1202,3,618.09,2024-02-05,Completed,App,0.1
378,10,1402,5,514.55,2024-01-10,Completed,Web,0.27
379,9,852,5,399.2,2024-01-21,Cancelled,App,0.26
380,3,1576,2,1710.01,2024-01-19,Completed,Web,0.18
381,15,1056,1,1662.99,2024-02-11,Completed,App,0.23
382,41,614,1,1769.2,2024-03-01,Cancelled,Store,0.24
383,21,1768,2,1689.2,2024-01-29,Completed,Web,0.2
384,47,390,2,377.4,2024-02-14,Cancelled,App,0.18
385,79,96,1,410.57,2024-02-21,Completed,Store,0.08
386,42,1915,2,1604.67,2024-01-07,Cancelled,Store,0.05
387,29,349,2,1425.84,2024-01-24,Cancelled,Store,0.26
388,96,1563,3,1353.8,2024-02-08,Completed,Store,0.22
389,58,692,1,1317.91,2024-02-01,Completed,Web,0.26
390,85,1599,5,1086.75,2024-01-11,Cancelled,App,0.17
391,60,30,1,848.9,2024-01-17,Completed,App,0.04
392,52,1673,1,1167.77,2024-02-22,Completed,App,0.1
393,29,211,2,818.26,2024-01-15,Completed,Web,0.0
394,76,347,4,1933.44,2024-02-13,Cancelled,Web,0.11
395,23,1594,1,578.72,2024-02-03,Completed,App,0.01
396,83,572,1,103.55,2024-01-12,Completed,Web,0.08
397,55,735,5,653.69,2024-01-26,Completed,Store,0.05
398,56,1386,2,1954.59,2024-02-04,Cancelled,App,0.23
399,72,617,4,1020.54,2024-01-05,Completed,Web,0.27
400,94,1134,3,742.39,2024-01-02,Completed,App,0.02
401,71,617,2,249.85,2024-02-17,Completed,Store,0.18
402,43,1861,2,689.92,2024-02-02,Completed,Store,0.2
403,48,1311,2,717.51,2024-02-15,Completed,App,0.08
404,45,1956,3,809.97,2024-01-12,Completed,Web,0.25
405,35,1866,2,531.64,2024-01-24,Cancelled,Web,0.01
406,88,1282,5,433.32,2024-02-19,Cancelled,App,0.01
407,39,1242,5,1712.74,2024-02-20,Completed,Web,0.11
408,10,1874,3,489.02,2024-01-02,Completed,Store,0.16
409,92,1839,1,102.42,2024-02-27,Cancelled,Store,0.21
410,17,1106,2,994.16,2024-01-30,Cancelled,Web,0.22
411,14,72,2,1988.96,2024-02-11,Cancelled,App,0.09
412,65,629,5,662.53,2024-01-16,Completed,App,0.26
413,60,202,1,462.81,2024-01-12,Completed,App,0.06
414,2,488,4,1183.39,2024-01-02,Completed,Store,0.04
415,60,775,5,1442.77,2024-02-07,Completed,App,0.22
416,12,1977,4,163.81,2024-01-22,Completed,App,0.0
417,9,1574,2,1196.78,2024-01-11,Cancelled,App,0.03
418,36,222,2,1246.45,2024-01-23,Completed,Store,0.06
419,2,614,1,1699.14,2024-02-26,Cancelled,App,0.1
420,91,519,1,1385.4,2024-01-16,Completed,App,0.22
421,37,226,4,1798.28,2024-02-16,Completed,App,0.15
422,93,1246,5,549.73,2024-01-19,Completed,App,0.12
423,90,1560,3,1766.77,2024-01-15,Cancelled,Web,0.03
424,86,296,3,936.61,2024-01-19,Cancelled,Store,0.23
425,62,1407,1,282.44,2024-02-28,Completed,App,0.0
426,58,940,1,1285.77,2024-02-25,Completed,Store,0.24
427,51,622,3,278.29,2024-02-12,Completed,Web,0.26
428,18,1651,2,244.36,2024-01-31,Cancelled,App,0.17
429,43,1713,1,443.11,2024-02-18,Cancelled,Store,0.15
430,95,539,3,647.19,2024-02-20,Cancelled,App,0.19
431,77,598,3,1884.53,2024-02-27,Cancelled,App,0.16
432,79,212,1,432.43,2024-02-05,Completed,Store,0.16
433,91,1066,5,1724.44,2024-02-27,Completed,App,0.27
434,20,588,1,192.19,2024-02-06,Completed,Web,0.06
435,23,655,2,1258.88,2024-02-06,Completed,App,0.23
436,88,1980,5,1440.97,2024-01-23,Completed,App,0.08
437,54,1126,4,1171.21,2024-02-14,Cancelled,Store,0.27
438,6,772,1,325.05,2024-01-21,Completed,Store,0.23
439,48,435,5,607.0,2024-02-09,Completed,Store,0.27
