product_id,product_name,category,subcategory,cost_price
48,Could Laptops,Electronics,Laptops,1491.8
49,Water Accessories,Electronics,Accessories,2112.01
50,Police Accessories,Electronics,Accessories,1982.75
51,Various Fiction,Books,Fiction,4906.15
52,Unit Furniture,Home,Furniture,384.42
53,Tree Men,Clothing,Men,3689.18
54,During Kitchen,Home,Kitchen,4076.87
55,Become Footwear,Clothing,Footwear,2418.73
56,Instead Women,Clothing,Women,233.07
57,Crime Men,Clothing,Men,4434.66
58,College Decor,Home,Decor,4946.16
59,Camera Comics,Books,Comics,1466.25
60,Happy Accessories,Electronics,Accessories,4006.74
61,Field Academic,Books,Academic,4478.46
62,Staff Comics,Books,Comics,2506.21
63,Economic Comics,Books,Comics,2620.42
64,Surface Cameras,Electronics,Cameras,2750.1
65,Support Furniture,Home,Furniture,1567.15
66,International Non-Fiction,Books,Non-Fiction,1790.16
67,Health Accessories,Electronics,Accessories,2202.96
68,Both Mobiles,Electronics,Mobiles,2060.74
69,Side Men,Clothing,Men,222.25
70,Charge Laptops,Electronics,Laptops,1863.33
71,Whom Fiction,Books,Fiction,3411.36
72,Trouble Decor,Home,Decor,430.58
73,Street Kids,Clothing,Kids,3265.33
74,Hope Men,Clothing,Men,2520.27
75,Hear Fiction,Books,Fiction,1338.43
76,Card Non-Fiction,Books,Non-Fiction,1463.61
77,On Non-Fiction,Books,Non-Fiction,2287.61
78,Note Fiction,Books,Fiction,4839.43
79,Create Decor,Home,Decor,2772.49
80,Build Decor,Home,Decor,3573.46
81,Strong Kids,Clothing,Kids,650.74
82,Collection Women,Clothing,Women,2495.41
83,Prove Decor,Home,Decor,4915.91
84,Expert Men,Clothing,Men,4998.0
85,Price Academic,Books,Academic,4125.53
86,Whom Laptops,Electronics,Laptops,3229.58
87,Reveal Academic,Books,Academic,1755.35
88,Herself Women,Clothing,Women,4558.03
89,Statement Mobiles,Electronics,Mobiles,1555.42
90,Computer Kids,Clothing,Kids,1166.08
91,Result Furniture,Home,Furniture,3193.53
92,Low Kitchen,Home,Kitchen,3091.42
93,Need Laptops,Electronics,Laptops,2924.2
94,Medical Kids,Clothing,Kids,2839.91
95,Sort Mobiles,Electronics,Mobiles,3273.09
96,Mean Fiction,Books,Fiction,3154.46
97,Book Decor,Home,Decor,4033.21
98,East Comics,Books,Comics,3458.64
99,Idea Footwear,Clothing,Footwear,2348.99
100,Prevent Kitchen,Home,Kitchen,3605.9
101,Source Bedding,Home,Bedding,2599.15
102,Determine Accessories,Electronics,Accessories,656.48
103,Section Non-Fiction,Books,Non-Fiction,1486.55
104,Training Academic,Books,Academic,4333.27
105,Our Kids,Clothing,Kids,3619.59
106,Section Women,Clothing,Women,2597.89
107,Prevent Comics,Books,Comics,495.74
108,Seek Academic,Books,Academic,1114.96
109,Lot Furniture,Home,Furniture,3007.72
110,Figure Comics,Books,Comics,4243.5
111,Marriage Non-Fiction,Books,Non-Fiction,3651.16
112,Likely Comics,Books,Comics,2872.89
113,Sport Kids,Clothing,Kids,413.98
114,Price Comics,Books,Comics,3135.05
115,Result Laptops,Electronics,Laptops,1999.82
116,Able Decor,Home,Decor,1035.34
117,That Fiction,Books,Fiction,3582.28
118,Lead Academic,Books,Academic,1673.43
119,Wonder Kitchen,Home,Kitchen,3101.68
120,Great Decor,Home,Decor,2573.08
121,Fact Comics,Books,Comics,132.35
122,Difficult Furniture,Home,Furniture,2939.33
123,Certain Cameras,Electronics,Cameras,3295.18
124,Plan Men,Clothing,Men,894.03
125,Themselves Non-Fiction,Books,Non-Fiction,1248.87
126,Good Laptops,Electronics,Laptops,2122.96
127,Ago Non-Fiction,Books,Non-Fiction,3886.11
128,Money Fiction,Books,Fiction,2617.48
129,As Bedding,Home,Bedding,1603.08
130,Nation Footwear,Clothing,Footwear,1744.52
131,By Decor,Home,Decor,1001.71
132,Throughout Kids,Clothing,Kids,1163.09
133,Health Decor,Home,Decor,3466.69
134,Light Comics,Books,Comics,2824.41
135,Age Decor,Home,Decor,4484.01
136,Base Comics,Books,Comics,4032.85
137,Great Furniture,Home,Furniture,3585.0
138,Reveal Bedding,Home,Bedding,3749.33
139,Hair Women,Clothing,Women,1392.11
140,Day Kitchen,Home,Kitchen,1250.17
141,Behavior Women,Clothing,Women,1684.95
142,Site Fiction,Books,Fiction,730.46
143,Later Footwear,Clothing,Footwear,4409.2
144,Help Academic,Books,Academic,3791.76
145,Compare Decor,Home,Decor,342.85
146,Entire Laptops,Electronics,Laptops,3629.43
147,Money Laptops,Electronics,Laptops,4196.14
148,Student Cameras,Electronics,Cameras,972.24
149,Nor Furniture,Home,Furniture,4645.85
150,Economic Decor,Home,Decor,3224.5
151,Partner Non-Fiction,Books,Non-Fiction,2366.7
152,Inside Men,Clothing,Men,3669.04
153,Myself Kitchen,Home,Kitchen,3964.3
154,Want Women,Clothing,Women,3211.69
155,Time Academic,Books,Academic,479.35
156,Player Laptops,Electronics,Laptops,2413.4
157,Bag Men,Clothing,Men,1215.83
158,Career Decor,Home,Decor,3628.27
159,Leg Accessories,Electronics,Accessories,3479.2
160,Best Mobiles,Electronics,Mobiles,840.6
161,Color Furniture,Home,Furniture,4706.15
162,Structure Kitchen,Home,Kitchen,711.17
163,Car Footwear,Clothing,Footwear,3048.41
164,Truth Academic,Books,Academic,4019.88
165,Glass Women,Clothing,Women,2999.28
166,Play Cameras,Electronics,Cameras,1840.84
167,Standard Mobiles,Electronics,Mobiles,4519.3
168,Race Women,Clothing,Women,4279.71
169,Throughout Fiction,Books,Fiction,3598.74
170,Always Fiction,Books,Fiction,2255.14
171,West Cameras,Electronics,Cameras,2311.15
172,Place Cameras,Electronics,Cameras,1575.44
173,Provide Cameras,Electronics,Cameras,64.93
174,Pattern Men,Clothing,Men,3516.91
175,Put Mobiles,Electronics,Mobiles,2386.75
176,Natural Bedding,Home,Bedding,720.37
177,Ten Comics,Books,Comics,1943.27
178,Degree Academic,Books,Academic,3284.99
179,Cell Furniture,Home,Furniture,2709.43
180,Economy Women,Clothing,Women,3793.09
181,Full Bedding,Home,Bedding,2745.0
182,Well Non-Fiction,Books,Non-Fiction,1763.49
183,Size Kitchen,Home,Kitchen,3638.87
184,Me Mobiles,Electronics,Mobiles,2125.24
185,Goal Laptops,Electronics,Laptops,549.44
186,Table Cameras,Electronics,Cameras,3531.27
187,Center Laptops,Electronics,Laptops,2041.21
188,Maintain Women,Clothing,Women,3891.51
189,Top Kids,Clothing,Kids,4586.17
190,Fight Decor,Home,Decor,4387.48
191,Phone Footwear,Clothing,Footwear,351.74
192,There Footwear,Clothing,Footwear,282.08
193,Person Bedding,Home,Bedding,1627.74
194,Size Academic,Books,Academic,960.2
195,Themselves Non-Fiction,Books,Non-Fiction,1538.65
196,Fast Footwear,Clothing,Footwear,2833.81
197,Certain Non-Fiction,Books,Non-Fiction,1312.23
198,Care Furniture,Home,Furniture,4243.31
199,Mr Laptops,Electronics,Laptops,3384.68
200,You Mobiles,Electronics,Mobiles,3820.4
201,Character Footwear,Clothing,Footwear,4539.81
202,Foreign Furniture,Home,Furniture,990.62
203,Ok Cameras,Electronics,Cameras,3493.35
204,Bar Footwear,Clothing,Footwear,2782.79
205,Want Bedding,Home,Bedding,3261.17
206,Song Decor,Home,Decor,4419.92
207,Cost Fiction,Books,Fiction,3625.95
208,Stay Kitchen,Home,Kitchen,2098.95
209,Help Women,Clothing,Women,1511.2
210,Window Kids,Clothing,Kids,2870.46
211,Article Footwear,Clothing,Footwear,4720.15
212,Table Decor,Home,Decor,2468.67
213,Drop Academic,Books,Academic,3985.13
214,Defense Women,Clothing,Women,2467.17
215,Style Mobiles,Electronics,Mobiles,417.94
216,Final Mobiles,Electronics,Mobiles,4220.6
217,Skin Men,Clothing,Men,95.25
218,People Comics,Books,Comics,3313.46
219,Expect Mobiles,Electronics,Mobiles,2086.13
220,Author Accessories,Electronics,Accessories,1469.11
221,Meet Non-Fiction,Books,Non-Fiction,2645.71
222,Focus Women,Clothing,Women,1299.47
223,Sign Decor,Home,Decor,441.15
224,Paper Academic,Books,Academic,4951.65
225,Cup Kids,Clothing,Kids,4246.94
226,Poor Mobiles,Electronics,Mobiles,1916.99
227,Base Fiction,Books,Fiction,3529.08
228,Tree Cameras,Electronics,Cameras,3242.29
229,Voice Furniture,Home,Furniture,4599.8
230,Than Women,Clothing,Women,3476.82
231,Police Comics,Books,Comics,3437.92
232,Push Furniture,Home,Furniture,4259.62
233,Quickly Laptops,Electronics,Laptops,3773.66
234,Try Fiction,Books,Fiction,2841.59
235,Bill Comics,Books,Comics,3711.74
236,Large Accessories,Electronics,Accessories,1199.11
237,When Accessories,Electronics,Accessories,3088.63
238,Listen Comics,Books,Comics,3928.56
239,Wear Academic,Books,Academic,2787.54
240,Suffer Academic,Books,Academic,2950.08
241,Red Fiction,Books,Fiction,1512.13
242,Book Men,Clothing,Men,1931.0
243,Half Footwear,Clothing,Footwear,577.43
244,Likely Accessories,Electronics,Accessories,3818.67
245,Condition Laptops,Electronics,Laptops,2271.78
246,Blue Fiction,Books,Fiction,2793.39
247,Out Bedding,Home,Bedding,1969.61
248,Player Laptops,Electronics,Laptops,889.44
249,Of Non-Fiction,Books,Non-Fiction,1378.61
250,Their Men,Clothing,Men,1416.01
251,On Bedding,Home,Bedding,1837.57
252,Meet Footwear,Clothing,Footwear,1017.96
253,Thousand Laptops,Electronics,Laptops,4746.68
254,Meeting Bedding,Home,Bedding,1681.23
255,Single Bedding,Home,Bedding,4304.57
256,Little Kids,Clothing,Kids,4739.03
257,Tax Footwear,Clothing,Footwear,4824.64
258,Stuff Decor,Home,Decor,3182.87
259,Fact Kids,Clothing,Kids,4091.65
260,Most Comics,Books,Comics,2981.52
261,Treat Men,Clothing,Men,2335.03
262,Hand Footwear,Clothing,Footwear,4164.84
263,Spring Cameras,Electronics,Cameras,738.94
264,View Kitchen,Home,Kitchen,813.01
265,Ok Academic,Books,Academic,2932.11
266,Rather Fiction,Books,Fiction,1829.67
267,Story Mobiles,Electronics,Mobiles,3305.13
268,Too Kitchen,Home,Kitchen,269.27
269,Pick Comics,Books,Comics,2180.75
270,Toward Mobiles,Electronics,Mobiles,2577.85
271,Bad Footwear,Clothing,Footwear,2342.16
272,If Kids,Clothing,Kids,2439.72
273,Worker Bedding,Home,Bedding,474.98
274,Billion Kids,Clothing,Kids,2303.9
275,Different Footwear,Clothing,Footwear,533.23
276,Owner Comics,Books,Comics,4060.42
277,Finally Mobiles,Electronics,Mobiles,3257.45
278,Sound Women,Clothing,Women,2781.96
279,Draw Bedding,Home,Bedding,1197.68
280,Image Non-Fiction,Books,Non-Fiction,3303.67
281,Party Fiction,Books,Fiction,4421.33
282,Anything Academic,Books,Academic,3538.44
283,Partner Kids,Clothing,Kids,4053.21
284,Face Mobiles,Electronics,Mobiles,2707.6
285,Whole Decor,Home,Decor,614.08
286,Perhaps Comics,Books,Comics,3075.98
287,Present Accessories,Electronics,Accessories,2316.41
288,Expert Kids,Clothing,Kids,2971.33
289,Grow Kids,Clothing,Kids,628.9
290,Unit Kitchen,Home,Kitchen,2120.28
291,Walk Footwear,Clothing,Footwear,2459.02
292,Significant Women,Clothing,Women,744.47
293,Sport Bedding,Home,Bedding,4334.34
294,Laugh Cameras,Electronics,Cameras,4820.95
295,Analysis Academic,Books,Academic,2107.37
296,Time Academic,Books,Academic,2848.72
297,Treat Kids,Clothing,Kids,2711.16
298,Dinner Footwear,Clothing,Footwear,3874.11
299,Beat Fiction,Books,Fiction,1376.05
300,Fall Furniture,Home,Furniture,2234.76
301,She Footwear,Clothing,Footwear,1523.66
302,Throw Cameras,Electronics,Cameras,4317.89
303,Tend Cameras,Electronics,Cameras,631.06
304,Member Women,Clothing,Women,2960.22
305,Gas Bedding,Home,Bedding,739.21
306,Rise Women,Clothing,Women,2871.87
307,Set Kitchen,Home,Kitchen,3535.07
308,Interesting Decor,Home,Decor,2596.35
309,Create Laptops,Electronics,Laptops,3939.17
310,Statement Accessories,Electronics,Accessories,678.1
311,Trial Women,Clothing,Women,4150.98
312,Option Academic,Books,Academic,3157.67
313,Hotel Academic,Books,Academic,2044.11
314,Development Decor,Home,Decor,2465.82
315,Station Mobiles,Electronics,Mobiles,2319.32
316,Mission Furniture,Home,Furniture,2018.69
317,Education Non-Fiction,Books,Non-Fiction,1648.18
318,Member Decor,Home,Decor,696.44
319,Goal Comics,Books,Comics,3823.16
320,Good Mobiles,Electronics,Mobiles,4191.68
321,Through Mobiles,Electronics,Mobiles,832.02
322,Late Fiction,Books,Fiction,2167.61
323,Such Kids,Clothing,Kids,4666.99
324,To Furniture,Home,Furniture,1289.43
325,Yeah Kitchen,Home,Kitchen,3643.64
326,Single Footwear,Clothing,Footwear,3533.31
327,Up Laptops,Electronics,Laptops,706.86
328,Own Footwear,Clothing,Footwear,4094.69
329,Understand Non-Fiction,Books,Non-Fiction,1183.29
330,Task Mobiles,Electronics,Mobiles,4410.9
331,Hit Footwear,Clothing,Footwear,3778.13
332,Fine Women,Clothing,Women,3071.08
333,War Footwear,Clothing,Footwear,1104.62
334,Them Footwear,Clothing,Footwear,2239.8
335,Performance Men,Clothing,Men,743.07
336,Age Cameras,Electronics,Cameras,2175.47
337,Economic Women,Clothing,Women,467.03
338,Production Furniture,Home,Furniture,3309.11
339,Interview Kitchen,Home,Kitchen,2572.14
340,Time Comics,Books,Comics,3929.82
341,Thousand Footwear,Clothing,Footwear,1243.35
342,Sit Mobiles,Electronics,Mobiles,4672.93
343,Yeah Footwear,Clothing,Footwear,2863.48
344,Health Kitchen,Home,Kitchen,4774.54
345,Seek Mobiles,Electronics,Mobiles,118.28
346,Either Men,Clothing,Men,4745.97
347,Piece Comics,Books,Comics,2530.19
348,Whether Academic,Books,Academic,458.02
349,Participant Kids,Clothing,Kids,2580.96
350,Mean Women,Clothing,Women,1984.12
351,Speak Accessories,Electronics,Accessories,3663.29
352,Small Men,Clothing,Men,4626.91
353,Quickly Cameras,Electronics,Cameras,322.39
354,Moment Men,Clothing,Men,3522.42
355,Popular Footwear,Clothing,Footwear,2638.88
356,Force Kitchen,Home,Kitchen,3761.39
357,Might Furniture,Home,Furniture,195.31
358,Serve Comics,Books,Comics,1351.6
359,Professional Cameras,Electronics,Cameras,1832.61
360,Place Non-Fiction,Books,Non-Fiction,1312.82
361,Reality Mobiles,Electronics,Mobiles,2568.68
362,Position Mobiles,Electronics,Mobiles,2385.23
363,Establish Non-Fiction,Books,Non-Fiction,4803.69
364,Peace Cameras,Electronics,Cameras,1278.9
365,Report Decor,Home,Decor,2879.1
366,Area Mobiles,Electronics,Mobiles,4031.47
367,Group Cameras,Electronics,Cameras,4336.86
368,Event Decor,Home,Decor,89.45
369,Clear Kids,Clothing,Kids,1554.35
370,Raise Footwear,Clothing,Footwear,4860.7
371,While Women,Clothing,Women,4665.37
372,Cold Laptops,Electronics,Laptops,3197.91
373,Number Accessories,Electronics,Accessories,4252.58
374,Can Furniture,Home,Furniture,4916.42
375,Mother Academic,Books,Academic,4864.17
376,Think Kids,Clothing,Kids,4491.57
377,Business Comics,Books,Comics,3752.1
378,Interest Laptops,Electronics,Laptops,2002.04
379,Bill Cameras,Electronics,Cameras,697.01
380,Feel Decor,Home,Decor,4633.91
381,Agent Comics,Books,Comics,1396.18
382,Newspaper Laptops,Electronics,Laptops,819.28
383,Feel Footwear,Clothing,Footwear,2062.24
384,Skin Kitchen,Home,Kitchen,2343.57
385,Thousand Mobiles,Electronics,Mobiles,3445.97
386,Including Laptops,Electronics,Laptops,1672.58
387,Should Laptops,Electronics,Laptops,2011.41
388,Listen Accessories,Electronics,Accessories,4953.85
389,Ago Cameras,Electronics,Cameras,2801.97
390,Decide Men,Clothing,Men,4029.29
391,Culture Men,Clothing,Men,697.04
392,Voice Comics,Books,Comics,4691.0
393,However Accessories,Electronics,Accessories,421.19
394,Wall Laptops,Electronics,Laptops,2244.99
395,Opportunity Men,Clothing,Men,4155.31
396,Determine Furniture,Home,Furniture,300.66
397,World Academic,Books,Academic,1944.51
398,Economic Non-Fiction,Books,Non-Fiction,4546.11
399,Behavior Decor,Home,Decor,785.73
400,Week Kids,Clothing,Kids,4419.75
401,Citizen Fiction,Books,Fiction,729.32
402,Smile Women,Clothing,Women,4020.73
403,Hope Cameras,Electronics,Cameras,1827.6
404,With Comics,Books,Comics,2536.85
405,Before Comics,Books,Comics,1628.44
406,Economic Men,Clothing,Men,3903.76
407,Red Cameras,Electronics,Cameras,3845.87
408,Then Women,Clothing,Women,1369.31
409,Type Laptops,Electronics,Laptops,4914.19
410,Professional Comics,Books,Comics,4958.13
411,Care Women,Clothing,Women,1624.12
412,Dream Furniture,Home,Furniture,1790.83
413,Care Women,Clothing,Women,4061.49
414,Mrs Comics,Books,Comics,237.92
415,Tax Laptops,Electronics,Laptops,148.64
416,Impact Fiction,Books,Fiction,3089.97
417,Never Kids,Clothing,Kids,4597.96
418,Focus Furniture,Home,Furniture,3883.11
419,Western Furniture,Home,Furniture,4712.52
420,Chair Fiction,Books,Fiction,1646.89
421,Once Footwear,Clothing,Footwear,4805.28
422,Actually Kitchen,Home,Kitchen,2831.79
423,Wide Kitchen,Home,Kitchen,4081.55
424,About Comics,Books,Comics,1507.86
425,Act Men,Clothing,Men,4746.06
426,Parent Fiction,Books,Fiction,1625.17
427,Ability Men,Clothing,Men,746.18
428,Find Laptops,Electronics,Laptops,1631.62
429,Represent Accessories,Electronics,Accessories,1362.8
430,Around Men,Clothing,Men,3945.75
431,Difficult Mobiles,Electronics,Mobiles,3676.29
432,Television Footwear,Clothing,Footwear,1924.63
433,Personal Fiction,Books,Fiction,3954.21
434,Marriage Women,Clothing,Women,4006.01
435,Decide Accessories,Electronics,Accessories,4760.73
436,Wide Accessories,Electronics,Accessories,1908.52
437,History Mobiles,Electronics,Mobiles,4927.12
438,Program Fiction,Books,Fiction,3285.49
439,Me Non-Fiction,Books,Non-Fiction,1067.47
440,Foot Footwear,Clothing,Footwear,3624.09
441,Assume Decor,Home,Decor,524.78
442,Pressure Academic,Books,Academic,1836.1
443,Must Fiction,Books,Fiction,3327.0
444,Body Non-Fiction,Books,Non-Fiction,895.62
445,Since Furniture,Home,Furniture,621.77
446,Now Academic,Books,Academic,3322.15
447,Thousand Cameras,Electronics,Cameras,4433.19
448,Set Kitchen,Home,Kitchen,1353.32
449,During Comics,Books,Comics,1379.38
450,Speech Laptops,Electronics,Laptops,3353.97
451,Mother Accessories,Electronics,Accessories,2099.23
452,Network Men,Clothing,Men,4101.11
453,Pressure Academic,Books,Academic,1216.43
454,Later Furniture,Home,Furniture,4277.0
455,Decide Laptops,Electronics,Laptops,905.75
456,Poor Women,Clothing,Women,674.62
457,Can Fiction,Books,Fiction,2205.2
458,Effort Kids,Clothing,Kids,3649.16
459,Way Mobiles,Electronics,Mobiles,2016.91
460,Structure Decor,Home,Decor,4589.95
461,Use Cameras,Electronics,Cameras,783.59
462,Save Mobiles,Electronics,Mobiles,549.9
463,Beat Decor,Home,Decor,1357.48
464,Surface Academic,Books,Academic,2044.72
465,Assume Fiction,Books,Fiction,4400.84
466,Near Men,Clothing,Men,4608.13
467,Traditional Furniture,Home,Furniture,3978.58
468,Cut Decor,Home,Decor,4298.26
469,Parent Laptops,Electronics,Laptops,3881.45
470,Contain Decor,Home,Decor,3044.65
471,Off Laptops,Electronics,Laptops,4571.49
472,Cost Academic,Books,Academic,4342.59
473,Debate Laptops,Electronics,Laptops,721.47
474,Somebody Laptops,Electronics,Laptops,4173.0
475,Dinner Laptops,Electronics,Laptops,4594.25
476,Should Kids,Clothing,Kids,2347.88
477,Service Fiction,Books,Fiction,1247.59
478,Piece Academic,Books,Academic,4358.88
479,Team Decor,Home,Decor,4477.74
480,Allow Accessories,Electronics,Accessories,856.39
481,Enjoy Women,Clothing,Women,3404.59
482,Door Bedding,Home,Bedding,4329.92
483,Difficult Cameras,Electronics,Cameras,3254.49
484,Its Laptops,Electronics,Laptops,4035.17
485,Behind Decor,Home,Decor,1913.55
486,Store Bedding,Home,Bedding,2360.16
487,Capital Fiction,Books,Fiction,2829.21
488,Several Decor,Home,Decor,2434.61
489,Food Decor,Home,Decor,4314.38
490,Night Decor,Home,Decor,2610.6
491,Appear Men,Clothing,Men,4021.7
492,Continue Comics,Books,Comics,3620.35
493,Husband Comics,Books,Comics,2121.9
494,Sell Fiction,Books,Fiction,4974.03
495,Figure Kids,Clothing,Kids,1150.7
496,Boy Comics,Books,Comics,4234.83
497,Much Kids,Clothing,Kids,3717.55
498,Short Kids,Clothing,Kids,1150.15
499,Light Kids,Clothing,Kids,4439.88
500,Trial Decor,Home,Decor,2345.62
