item_id,order_id,product_id,quantity,unit_price,discount_percent
119,31,227,3,4319.87,51.73
120,72,44,6,5892.57,16.43
121,63,202,1,3866.72,90.25
122,60,324,9,2544.87,88.58
123,718,284,5,1916.49,34.42
124,287,461,9,923.83,40.39
125,660,106,9,3728.22,44.21
126,354,455,7,5291.8,8.43
127,551,172,7,4453.31,12.6
128,554,146,4,3333.13,52.13
129,776,326,-3,5347.4,53.99
130,265,124,5,5922.38,11.04
131,62,431,6,3069.62,12.38
132,775,334,2,3455.99,0.52
133,348,121,10,5371.32,62.77
134,547,433,10,1830.25,66.69
135,733,294,3,3142.02,24.76
136,336,265,10,4682.37,45.43
137,151,365,7,537.59,6.22
138,134,244,4,2247.3,52.63
139,603,287,9,5238.49,58.43
140,652,217,8,5689.53,73.17
141,427,422,3,806.39,71.12
142,133,496,9,752.45,21.26
143,485,17,3,2247.53,95.18
144,617,437,7,2249.04,28.96
145,536,79,2,5946.57,30.33
146,498,15,3,3558.26,4.87
147,313,456,5,4923.79,48.88
148,126,281,6,315.86,48.12
149,318,290,8,4699.03,47.52
150,738,427,10,874.21,63.65
151,780,231,8,4380.79,8.93
152,640,341,10,1435.29,39.54
153,554,24,8,3893.2,86.6
154,725,13,10,4640.99,30.88
155,661,64,9,5733.25,54.18
156,776,28,10,4515.82,50.26
157,20,62,9,162.89,78.68
158,252,425,10,4851.18,60.69
159,412,302,1,5606.4,34.0
160,185,213,1,1938.43,25.72
161,118,51,9,907.0,25.56
162,92,79,5,4087.72,5.89
163,334,93,1,1823.24,9.87
164,146,212,6,5652.39,89.95
165,54,104,4,3536.87,49.3
166,771,259,7,1652.26,31.83
167,567,209,2,2474.59,23.37
168,20,138,9,4066.83,24.63
169,569,334,3,2470.14,8.39
170,652,257,4,897.08,54.04
171,173,401,4,2571.33,91.15
172,463,22,1,5768.63,62.07
173,669,498,-3,5604.37,48.22
174,613,129,7,5062.51,21.28
175,523,145,1,3227.83,6.99
176,92,203,2,4364.19,99.88
177,443,108,10,4822.24,88.39
178,351,326,5,4261.14,27.3
179,679,165,6,5756.01,32.85
180,709,69,1,75.46,0.96
181,178,212,9,4234.63,76.25
182,552,42,2,5360.8,81.61
183,456,345,2,4886.05,82.75
184,367,199,3,4880.62,98.38
185,128,237,6,2695.24,22.15
186,21,389,5,4269.73,19.15
187,629,321,5,1365.83,98.01
188,372,19,5,4239.08,60.6
189,8,101,7,1700.22,50.03
190,175,283,4,3415.96,68.24
191,579,90,2,4488.54,12.74
192,584,439,4,4386.95,27.43
193,695,12,9,4100.05,88.31
194,3,481,7,5661.29,5.19
195,331,222,7,4097.03,46.66
196,371,265,1,1386.06,27.79
197,431,273,8,2381.56,33.47
198,586,414,1,1392.49,68.95
199,77,470,4,2008.89,6.28
200,641,50,1,4857.95,59.25
201,642,479,6,1520.56,47.36
202,349,427,1,3142.07,23.67
203,75,398,10,4596.39,62.53
204,593,64,2,5504.45,37.74
205,711,34,3,4824.2,5.48
206,626,321,7,4081.51,55.93
207,302,436,7,3722.95,41.11
208,614,404,-10,2334.32,79.52
209,636,318,2,5628.63,78.29
210,465,265,6,692.64,1.23
211,731,35,10,1202.01,57.32
212,653,261,5,2914.33,62.09
213,191,125,3,409.92,31.17
214,447,263,6,5317.07,77.55
215,151,241,5,1781.83,97.03
216,531,301,3,3067.29,83.52
217,56,217,6,1242.21,90.85
218,71,175,4,4183.95,98.19
219,615,355,6,3418.28,33.57
220,307,215,6,2753.1,78.92
221,44,254,4,3850.66,69.32
222,478,320,4,4420.79,95.26
223,340,414,7,1146.25,98.99
224,372,6,2,3350.42,14.24
225,451,100,10,2191.46,97.53
226,204,102,5,5318.02,71.88
227,348,434,9,1216.13,17.61
228,269,467,-2,4080.84,37.89
229,114,174,4,1478.89,80.95
230,677,88,9,5986.28,88.17
231,729,34,2,5548.73,79.49
232,197,273,7,1941.81,42.95
233,652,126,1,3544.59,85.44
234,302,405,3,366.89,79.56
235,130,436,9,5320.71,20.92
236,84,402,8,3708.57,16.74
237,398,385,9,3137.41,17.9
238,730,192,9,4308.12,49.48
239,275,298,7,4754.22,64.97
240,213,113,4,1444.59,21.86
241,436,456,7,5616.22,37.41
242,564,44,3,1805.54,51.88
243,236,299,1,3745.7,42.61
244,479,222,7,3010.38,27.3
245,26,92,8,3889.86,35.91
246,85,151,9,3879.74,78.59
247,234,51,2,277.77,20.03
248,202,346,6,4484.01,76.85
249,282,98,10,5990.51,75.24
250,758,279,-5,1831.87,82.23
251,414,485,7,4558.95,1.19
252,670,263,3,1404.09,72.33
253,215,243,4,4726.55,75.76
254,740,417,8,560.96,84.58
255,440,395,7,2727.33,55.84
256,384,72,10,1868.15,73.78
257,512,415,6,2543.93,68.58
258,414,391,9,3542.38,56.76
259,33,473,3,5718.19,33.03
260,645,410,10,3464.58,39.09
261,391,105,7,2349.28,47.48
262,337,292,8,1862.64,17.14
263,692,284,3,4149.7,48.86
264,192,102,2,2346.07,20.59
265,299,338,9,391.85,51.85
266,176,168,7,5938.09,12.91
267,429,245,2,5426.35,20.65
268,211,159,7,4005.52,15.88
269,589,481,5,3039.73,68.48
270,283,104,1,2702.1,82.46
271,620,414,4,5466.3,87.92
272,472,237,10,592.06,64.63
273,468,178,5,4949.41,84.98
274,426,128,3,4412.8,45.78
275,675,94,10,4206.94,4.37
276,162,141,9,5501.96,69.8
277,740,462,4,2497.11,76.19
278,125,189,2,3051.15,77.95
279,420,231,3,3061.08,46.22
280,75,328,8,4488.45,85.58
281,407,20,1,4269.14,13.65
282,687,384,8,456.01,54.84
283,249,366,8,4931.54,84.16
284,175,430,1,1104.56,12.42
285,760,201,3,4593.35,67.74
286,158,226,6,4300.75,89.27
287,546,111,8,5027.18,81.15
288,657,340,2,1884.53,5.24
289,5,25,7,5576.48,37.46
290,245,103,-2,216.27,1.46
291,197,349,2,5299.6,79.69
292,681,86,3,3099.38,81.56
293,331,288,4,5609.25,39.51
294,439,62,4,2171.63,17.36
295,412,335,-6,1315.97,22.01
296,674,418,5,2245.43,6.73
297,224,211,5,3022.48,99.05
298,730,275,10,5756.26,59.99
299,647,357,7,5835.58,69.37
300,341,90,6,4014.91,6.75
301,19,312,10,3090.61,74.18
302,516,301,1,3717.27,89.68
303,317,122,7,3737.61,5.99
304,384,256,5,2285.7,64.2
305,244,473,10,2690.17,87.73
306,138,143,6,4574.94,52.09
307,425,332,5,1412.61,73.29
308,351,125,4,5444.46,66.5
309,255,411,4,2319.84,32.16
310,453,323,1,2975.27,95.37
311,54,325,3,797.09,17.37
312,563,426,4,515.08,72.5
313,319,85,4,1099.79,24.9
314,293,296,8,1248.34,86.24
315,493,41,6,1048.21,44.14
316,518,313,7,4926.64,79.36
317,21,391,7,545.24,90.65
318,308,305,9,4373.56,25.73
319,475,157,8,3394.75,48.08
320,342,70,8,5500.99,0.42
321,513,374,6,5557.86,94.03
322,761,192,7,3864.24,58.83
323,419,454,1,790.64,93.21
324,167,100,7,4639.06,75.16
325,357,261,8,2240.67,5.77
326,395,475,7,1492.0,3.45
327,371,324,1,3889.73,26.13
328,467,484,3,3632.79,95.18
329,166,7,2,3884.16,91.69
330,408,362,10,528.07,90.99
331,434,85,7,1848.21,96.77
332,675,454,7,4416.9,75.25
333,746,446,2,3457.04,79.75
334,147,138,4,2417.92,30.81
335,173,418,-8,465.56,69.63
336,538,214,5,1065.27,37.47
337,721,69,4,3040.55,11.02
338,581,417,4,400.94,18.27
339,778,99,5,5236.11,44.07
340,640,56,3,559.96,12.47
341,66,176,1,2893.49,67.28
342,104,5,1,5733.52,66.53
343,43,50,4,93.21,60.3
344,780,137,8,2055.33,42.95
345,380,350,6,4910.24,94.1
346,682,205,7,5853.07,87.31
347,103,2,8,2440.76,83.54
348,143,14,10,3207.24,95.11
349,770,418,4,3729.19,65.89
350,487,264,7,68.62,63.81
351,330,9,6,5819.11,73.58
352,695,228,4,2430.98,61.26
353,84,179,7,5651.79,47.61
354,675,439,2,1798.48,19.51
355,147,446,9,4719.93,71.67
356,33,66,8,1843.02,67.31
357,562,448,8,2705.41,11.57
358,679,277,4,1064.08,94.42
359,717,46,2,4308.8,16.02
360,335,463,7,1361.24,25.76
361,488,488,2,5540.28,63.35
362,504,47,6,5594.09,76.63
363,616,34,6,4318.78,73.6
364,391,335,9,2649.93,23.34
365,266,60,5,580.38,74.06
366,193,382,2,808.13,31.34
367,390,296,1,3560.86,18.99
368,398,217,6,4795.23,93.39
369,130,267,10,684.19,0.92
370,472,162,3,1816.1,21.89
371,697,234,3,917.93,66.54
372,720,18,10,3039.15,68.86
373,281,435,10,4980.69,49.5
374,722,495,7,4870.75,15.27
375,734,108,4,362.77,86.54
376,184,439,8,1829.66,81.5
377,164,12,9,2563.5,47.34
378,357,388,7,3190.67,28.3
379,714,473,4,3310.66,9.73
380,332,386,10,372.03,93.46
381,312,235,3,2679.21,48.24
382,149,108,4,1214.15,65.12
383,371,372,10,4723.72,85.84
384,386,487,7,1050.93,5.63
385,365,499,8,362.21,98.03
386,666,174,10,933.98,72.26
387,251,18,2,2957.32,68.8
388,177,335,7,5947.43,67.07
389,92,399,8,3919.35,27.52
390,669,228,-6,743.93,12.21
391,657,343,9,3541.76,98.73
392,492,141,2,1127.52,48.42
393,661,360,7,795.16,32.52
394,731,466,9,4886.56,1.97
395,570,419,9,3204.02,6.39
396,599,276,2,1284.41,65.86
397,121,93,10,81.68,44.72
398,322,63,1,1277.07,16.12
399,576,132,1,792.07,29.86
400,558,88,7,3966.05,24.83
401,48,485,9,1795.71,53.41
402,144,296,8,3159.86,98.6
403,361,311,9,4143.19,66.26
404,46,122,1,1833.27,83.26
405,138,309,9,2186.44,12.85
406,638,217,2,1601.01,64.98
407,168,205,8,1562.37,42.53
408,712,74,9,3795.93,26.94
409,649,357,4,3403.67,64.78
410,524,310,3,963.27,99.24
411,445,195,1,1522.61,27.01
412,545,57,9,2009.68,8.9
413,342,399,5,4798.68,27.36
414,101,194,4,674.77,92.56
415,180,270,5,4850.45,9.55
416,358,359,10,3331.68,60.75
417,50,88,6,2367.9,34.52
418,760,348,9,5298.03,40.27
419,607,66,-5,3105.71,15.55
420,130,74,7,1640.85,91.84
421,655,499,6,1532.21,60.87
422,724,235,3,2156.31,46.87
423,294,142,7,4324.88,92.38
424,235,157,2,2468.76,31.27
425,93,325,2,1478.22,9.36
426,590,30,2,3347.25,49.29
427,11,493,7,5598.03,13.64
428,510,264,9,2462.56,61.63
429,764,4,7,4510.52,24.42
430,757,339,9,302.02,44.87
431,173,346,9,1090.14,36.71
432,137,264,6,2565.2,37.91
433,383,497,2,4090.43,83.17
434,785,440,2,2924.59,26.48
435,3,378,10,5542.19,92.91
436,659,264,1,5360.34,84.84
437,59,183,1,2004.88,35.39
438,6,180,3,102.74,43.08
439,203,44,9,964.58,12.38
440,500,4,3,1538.3,47.07
441,384,154,6,1133.98,81.15
442,112,225,8,2154.74,43.4
443,368,453,4,1745.15,13.37
444,432,381,6,1003.86,19.9
445,491,492,5,2959.95,49.56
446,699,366,3,4598.14,88.18
447,514,372,7,5748.19,79.27
448,130,80,6,4615.94,23.65
449,695,425,6,3602.67,0.8
450,492,149,5,4577.35,24.77
451,157,374,9,1722.78,11.5
452,270,359,4,2603.5,47.39
453,106,359,9,1172.58,85.49
454,645,325,3,837.16,3.84
455,197,476,3,3717.98,9.09
456,53,195,7,4215.95,98.01
457,228,173,7,3083.69,64.39
458,312,57,5,5660.84,71.16
459,253,164,1,53.19,66.04
460,330,109,5,5455.47,10.08
461,190,130,8,1860.92,9.69
462,14,350,9,825.33,36.06
463,371,381,10,2260.97,65.02
464,216,300,7,682.87,62.96
465,617,62,1,5477.45,65.44
466,196,99,8,495.53,54.66
467,352,155,8,1251.89,72.08
468,45,66,4,4284.04,89.16
469,778,437,9,5374.73,44.85
470,735,61,7,2543.07,93.13
471,516,405,1,1681.18,96.75
472,297,24,10,5836.22,19.02
473,408,254,9,5830.65,16.55
474,769,261,7,2371.97,60.72
475,212,95,1,1345.96,69.67
476,526,234,9,3174.19,30.34
477,226,152,5,1068.1,4.56
478,244,150,1,5655.17,27.78
479,137,139,1,1531.6,82.34
480,548,60,1,3814.46,97.22
481,333,43,9,844.99,89.83
482,302,167,1,111.93,35.55
483,749,495,5,5831.05,53.74
484,797,481,10,4487.33,38.2
485,670,132,10,4910.24,22.06
486,276,105,10,5156.42,39.55
487,457,119,7,5417.9,9.37
488,186,236,3,1097.86,56.97
489,747,93,-5,1019.37,17.77
490,404,352,10,903.96,42.64
491,466,466,7,3184.33,72.68
492,13,309,2,173.26,82.66
493,782,426,1,4632.2,26.77
494,643,308,1,105.91,79.17
495,556,377,6,555.54,13.92
496,778,289,8,1878.94,47.89
497,250,29,9,3783.54,12.31
498,46,53,9,3093.68,83.65
499,146,1,-4,2591.46,14.74
500,672,147,4,4122.28,68.68
501,733,422,2,5945.07,22.45
502,289,183,2,754.19,92.33
503,87,459,1,1109.5,53.05
504,615,93,7,4020.28,30.16
505,294,179,2,3020.54,36.91
506,272,416,2,5177.2,97.8
507,797,336,3,2374.07,72.13
508,490,418,2,2593.35,72.67
509,149,47,6,1132.14,38.5
510,327,254,7,5838.45,60.17
511,652,171,3,3941.03,24.59
512,429,282,8,2980.98,53.62
513,236,197,2,2559.95,57.79
514,711,416,4,1449.4,0.29
515,18,186,9,844.88,11.02
516,358,185,3,907.63,85.33
517,432,125,4,382.4,13.78
518,713,361,3,206.76,96.49
519,381,28,2,488.93,83.74
520,162,16,3,520.01,7.71
521,583,426,7,1135.43,74.36
522,767,271,5,4349.22,44.4
523,661,356,1,977.53,88.12
524,33,310,3,114.66,83.27
525,697,486,8,4985.63,91.92
526,514,157,4,982.96,97.31
527,535,194,3,2432.39,5.6
528,402,95,9,509.39,69.24
529,489,161,7,1030.7,80.33
530,663,218,4,671.18,36.27
531,798,434,-6,1729.13,54.16
532,67,109,-10,5462.64,18.77
533,207,327,1,555.98,57.01
534,46,289,8,1921.75,94.35
535,9,183,5,3026.29,31.45
536,401,372,6,4230.81,9.74
537,418,460,9,4854.59,15.02
538,602,408,7,5219.43,3.74
539,166,78,8,3774.42,95.28
540,238,453,4,3942.61,76.88
541,165,494,9,4385.89,65.14
542,788,175,8,2067.17,36.03
543,442,21,7,5982.21,60.69
544,157,291,8,138.9,76.63
545,317,281,2,2756.11,16.97
546,303,83,2,2211.8,8.92
547,184,364,8,2865.9,25.6
548,453,333,3,5831.5,48.83
549,373,440,5,5149.16,91.71
550,133,226,6,3766.56,31.36
551,86,350,7,1613.82,87.55
552,699,22,10,389.5,79.06
553,717,421,-9,5125.71,29.07
554,163,292,7,1377.16,87.42
555,686,48,6,3872.78,90.01
556,477,56,2,694.67,95.95
557,407,394,7,2005.89,31.73
558,619,249,4,2883.51,27.84
559,40,280,3,915.81,21.35
560,582,17,10,421.28,80.85
561,441,243,4,5214.72,95.26
562,701,217,5,1097.83,14.17
563,281,208,2,4287.63,87.13
564,538,110,5,369.77,89.5
565,439,176,5,2128.19,41.91
566,487,275,3,2648.86,91.26
567,585,200,1,5367.99,19.86
568,741,342,10,1976.21,98.64
569,752,381,-6,5384.18,93.38
570,512,443,6,5821.36,40.64
571,534,370,1,5662.78,85.73
572,650,231,10,1350.81,97.9
573,431,357,9,3625.61,21.61
574,215,488,4,3482.18,1.44
575,373,9,5,3037.41,86.78
576,717,256,8,2142.79,82.82
577,437,268,6,1096.09,42.84
578,182,284,10,2643.46,28.5
579,676,353,7,4227.45,93.79
580,102,45,2,147.74,93.25
581,107,255,10,643.23,44.41
582,596,413,1,5117.65,21.19
583,796,233,9,1213.58,46.96
584,128,180,8,4931.49,70.38
585,759,203,1,4704.07,50.76
586,275,451,5,5420.9,90.93
587,690,124,1,2516.61,1.55
588,158,405,6,3137.83,74.12
589,326,172,3,5957.33,24.18
590,401,99,10,4979.87,80.13
591,592,220,3,2372.95,72.81
592,413,463,6,2652.54,9.96
593,130,259,2,4716.47,84.3
594,643,470,5,996.37,32.24
595,96,48,1,3791.92,59.33
596,29,317,9,518.7,38.24
597,761,376,3,3825.06,77.76
598,192,123,4,3235.73,24.53
599,799,414,7,3972.58,27.5
600,148,322,1,3497.16,10.34
601,471,475,10,893.92,26.2
602,185,48,2,2200.31,83.83
603,401,52,8,2511.78,48.65
604,641,40,4,2282.76,31.36
605,462,414,3,110.33,17.87
606,581,324,10,747.38,34.28
607,356,248,10,79.84,52.17
608,261,475,2,225.85,2.3
609,525,390,3,2221.1,89.86
610,31,168,3,4380.08,93.98
611,275,141,8,597.22,70.81
612,668,151,8,3000.02,51.27
613,410,473,4,1227.36,84.6
614,735,144,7,4769.26,58.76
615,170,407,4,2952.6,88.29
616,434,306,5,3756.32,60.73
617,440,103,10,5392.47,81.93
618,461,86,1,1555.73,40.98
619,619,424,9,228.14,17.99
620,331,220,3,482.21,65.7
621,381,75,6,1945.61,1.09
622,337,110,8,1963.29,23.26
623,68,198,5,3187.21,10.29
624,285,367,10,4854.19,67.13
625,588,458,7,2639.47,81.34
626,203,101,1,3016.97,99.03
627,432,62,2,3628.51,59.12
628,243,296,1,3879.82,85.61
629,5,467,8,5057.78,40.28
630,547,471,9,3886.42,6.95
631,98,425,7,1684.31,75.37
632,410,41,9,2988.22,4.71
633,306,357,8,3864.53,91.05
634,383,481,10,1382.89,82.55
635,143,54,6,4359.31,22.63
636,91,98,6,3248.47,0.49
637,705,445,1,4720.42,11.08
638,312,39,5,3695.87,81.25
639,277,358,3,3521.55,11.99
640,327,442,3,5332.4,96.58
641,424,327,8,3154.49,24.05
642,490,339,8,1965.37,73.09
643,232,48,5,4282.72,35.3
644,249,338,4,497.11,49.46
645,218,7,4,2341.11,48.76
646,349,107,10,3107.87,31.34
647,320,363,8,5094.45,10.57
648,134,113,6,2741.97,62.05
649,208,400,7,1703.14,16.42
650,315,488,10,926.37,87.62
651,763,57,-4,2792.04,26.68
652,488,339,9,1630.19,92.69
653,87,182,7,2411.72,43.08
654,342,28,8,631.99,64.86
655,750,476,7,1177.23,17.66
656,283,272,10,2629.71,68.12
657,662,128,2,366.17,3.57
658,273,123,2,1688.98,88.26
659,717,367,7,652.76,73.39
660,709,138,8,4725.08,34.76
661,295,362,10,68.49,18.51
662,718,319,8,5122.76,68.79
663,175,162,2,2026.32,45.52
664,14,342,8,173.92,97.44
665,79,88,1,5818.77,58.32
666,501,448,4,318.8,1.74
667,697,149,4,1045.46,14.66
668,97,52,5,2047.28,49.07
669,360,280,5,1558.54,45.88
670,362,155,6,4658.43,85.7
671,611,248,2,3139.89,63.98
672,152,211,4,892.72,49.78
673,251,296,7,4478.97,19.38
674,387,328,2,5269.01,67.88
675,461,491,9,5466.45,34.88
676,340,201,10,5963.97,30.93
677,43,297,9,5013.32,12.3
678,466,291,6,5818.35,49.89
679,702,76,8,3162.96,28.98
680,572,341,3,1765.15,79.98
681,16,233,1,4961.55,12.34
682,501,157,1,3978.51,0.06
683,258,71,6,4722.32,50.2
684,788,288,3,4293.52,14.26
685,751,101,7,530.27,21.89
686,485,478,6,4087.08,38.62
687,409,496,2,5525.16,59.7
688,178,289,7,1968.76,57.82
689,700,394,4,2527.06,19.95
690,313,44,5,3788.5,54.58
691,385,401,7,3183.1,69.41
692,516,479,6,2594.63,42.05
693,421,237,1,207.21,76.68
694,91,387,3,1849.22,24.26
695,525,192,3,5404.48,87.78
696,55,387,7,4036.97,46.28
697,782,448,9,373.36,5.47
698,666,55,6,4940.54,56.54
699,708,170,1,3528.47,51.08
700,735,28,4,3394.19,96.73
701,140,115,3,1899.8,98.92
702,7,413,8,1244.16,6.71
703,157,310,2,1520.88,10.36
704,26,427,9,381.14,12.18
705,415,248,3,5058.24,54.67
706,628,349,8,3722.09,43.24
707,652,12,3,4480.36,24.07
708,524,380,9,2908.78,28.94
709,103,492,10,4022.81,39.12
710,715,410,2,4890.29,14.82
711,291,235,2,115.57,30.28
712,661,334,10,5453.24,35.47
713,143,240,8,5891.43,35.77
714,516,108,6,3174.08,51.3
715,179,336,3,4329.29,33.93
716,733,440,3,4587.52,30.29
717,404,35,8,2856.93,65.9
718,590,363,9,3176.33,12.94
719,332,302,10,3723.98,40.38
720,47,16,3,4008.3,49.94
721,696,244,6,5888.9,80.86
722,751,408,4,5290.49,72.82
723,394,387,7,418.46,25.05
724,39,434,2,2277.22,63.13
725,31,473,3,4207.42,37.76
726,653,294,9,1552.34,43.75
727,293,116,4,2632.67,52.85
728,197,45,-10,5761.0,9.62
729,35,415,3,2189.39,40.8
730,560,443,2,4110.05,95.77
731,746,329,9,5002.8,57.04
732,486,257,6,5403.55,85.34
733,69,225,7,5250.16,56.92
734,131,401,9,751.67,23.06
735,616,277,-6,4936.9,28.99
736,258,200,6,5235.27,96.81
737,77,274,10,3130.67,61.12
738,320,205,10,4200.23,11.09
739,483,480,5,242.03,42.14
740,206,172,1,3305.17,73.39
741,776,340,1,483.83,94.8
742,625,360,1,471.04,41.62
743,758,314,2,2898.69,12.95
744,741,22,2,3070.25,65.03
745,442,245,5,5264.88,22.78
746,57,14,4,5168.75,68.19
747,756,10,9,2353.39,37.72
748,129,221,7,737.72,11.8
749,631,463,6,2091.6,91.81
750,244,119,2,1401.4,74.75
751,550,291,1,138.65,71.98
752,59,40,1,1124.53,4.37
753,359,309,4,821.81,39.78
754,674,63,2,5633.3,20.59
755,723,377,6,5159.62,44.35
756,310,483,6,1791.47,65.36
757,540,458,5,3271.44,10.44
758,355,462,7,3750.14,27.98
759,209,467,3,3149.92,30.49
760,567,108,2,4907.46,14.2
761,241,358,8,2749.89,11.42
762,511,429,1,3550.03,30.04
763,87,31,5,2334.42,1.88
764,392,197,8,1274.09,18.44
765,442,273,1,236.27,76.3
766,27,466,10,2050.5,82.82
767,269,415,10,212.7,72.58
768,637,223,7,5574.97,75.24
769,112,284,7,5598.21,28.74
770,548,238,7,3431.4,51.89
771,167,492,7,5956.05,23.82
772,16,144,5,1537.1,54.28
773,346,293,7,1681.91,26.87
774,257,401,-10,1876.03,66.08
775,271,434,3,152.74,0.89
776,38,495,6,5073.74,21.78
777,60,297,2,3681.45,31.4
778,66,226,3,4731.08,25.95
779,507,66,4,924.07,61.79
780,51,120,2,1146.32,50.67
781,451,297,6,4318.28,6.08
782,732,133,-5,5077.34,84.94
783,554,368,1,2130.89,7.75
784,455,58,9,1264.05,57.04
785,698,213,2,5261.33,14.31
786,335,311,6,2478.42,65.2
787,482,483,5,1003.86,4.46
788,154,467,-10,3673.78,80.8
789,524,367,9,4291.4,93.99
790,388,426,10,4371.25,38.11
791,665,41,2,5954.3,56.54
792,589,323,9,3256.86,12.12
793,541,409,1,3972.23,52.03
794,325,138,4,1793.74,24.4
795,249,410,6,1923.16,97.24
796,710,124,8,5287.35,36.19
797,361,287,9,2205.67,48.42
798,236,230,7,4975.54,98.67
799,551,126,7,4012.12,60.55
800,294,175,6,2480.59,50.5
801,152,295,8,4647.24,89.99
802,465,8,3,1617.09,55.46
803,482,381,2,252.75,43.14
804,707,86,2,5207.94,91.86
805,433,182,3,3363.8,71.2
806,122,173,6,3718.95,99.41
807,47,38,6,5468.51,63.08
808,759,428,7,2888.78,13.46
809,188,371,10,5622.9,8.38
810,8,304,10,3913.96,37.94
811,450,91,9,1711.83,77.3
812,238,153,8,3406.58,89.73
813,594,261,7,2335.2,75.73
814,147,22,4,1705.62,87.96
815,322,51,6,755.38,27.38
816,450,115,3,5510.27,98.88
817,772,55,4,888.97,20.68
818,521,387,-3,5420.12,95.99
819,553,276,-4,5003.4,2.58
820,209,145,10,2696.71,12.62
821,465,152,2,5519.14,11.99
822,443,253,5,864.07,27.85
823,685,60,6,4478.45,22.24
824,77,168,3,1692.84,63.06
825,526,345,2,1923.12,92.47
826,444,52,9,5056.51,66.11
