order_id,customer_id,order_date,status,region_code
634,90,2025-09-03 07:11:02,PLACED,SOUTH
367,307,2026-07-19 23:48:13,RETURNED,SOUTH
701,48,2026-07-26 01:24:00,RETURNED,SOUTH
232,496,2026-06-15 13:36:27,DELIVERED,EAST
50,289,2025-10-07 23:36:18,DELIVERED,EAST
368,80,2026-02-23 03:01:53,DELIVERED,EAST
636,286,2026-06-22 17:05:04,PLACED,NORTH
621,,2026-04-15 14:55:05,DELIVERED,NORTH
134,343,2026-02-07 07:46:49,RETURNED,NORTH
799,187,2026-01-04 13:58:20,SHIPPED,SOUTH
55,,2026-03-17 23:09:42,DELIVERED,EAST
144,494,2026-03-03 08:17:37,DELIVERED,SOUTH
183,275,2025-09-22 06:23:54,DELIVERED,SOUTH
612,324,2025-10-10 01:16:32,SHIPPED,SOUTH
795,264,2026-01-13 05:46:12,RETURNED,SOUTH
57,499,2025-12-21 14:51:22,DELIVERED,EAST
402,435,2026-07-10 11:04:46,PLACED,WEST
290,421,2026-04-09 20:52:01,RETURNED,SOUTH
440,286,2025-08-29 10:14:14,PLACED,SOUTH
780,321,2025-10-05 21:49:22,PLACED,WEST
463,365,2025-08-14 13:47:08,CANCELLED,NORTH
261,193,2025-11-19 00:25:38,DELIVERED,WEST
103,306,2026-04-10 03:43:57,CANCELLED,SOUTH
727,94,2025-09-26 00:18:47,RETURNED,SOUTH
596,38,2025-11-29 23:45:08,PLACED,WEST
438,159,2026-03-17 11:16:59,RETURNED,SOUTH
213,163,2026-07-01 06:27:26,DELIVERED,EAST
180,321,2025-08-14 00:49:35,DELIVERED,WEST
602,,2026-01-18 01:45:00,PLACED,NORTH
193,106,2026-07-03 11:00:00,CANCELLED,NORTH
536,343,05-06-2026,RETURNED,WEST
750,491,2026-07-04 00:12:21,DELIVERED,WEST
406,149,2026-08-03 19:26:41,SHIPPED,SOUTH
584,137,2025-11-02 15:53:49,DELIVERED,WEST
341,381,2025-09-01 04:58:23,DELIVERED,WEST
348,406,26-08-2025,PLACED,SOUTH
223,277,2025-11-19 07:09:13,SHIPPED,EAST
782,332,2026-06-26 11:04:42,PLACED,NORTH
483,356,2026-07-04 07:01:42,DELIVERED,WEST
725,215,2026-07-24 16:48:48,DELIVERED,NORTH
79,349,2026-03-21 10:02:58,PLACED,WEST
589,146,2025-10-29 01:42:03,PLACED,NORTH
45,422,2026-03-23 20:49:08,RETURNED,EAST
665,448,2026-02-04 05:53:55,SHIPPED,EAST
545,314,2025-11-22 12:03:38,CANCELLED,SOUTH
677,273,2025-08-24 09:04:15,RETURNED,EAST
411,221,2026-02-26 12:35:19,RETURNED,NORTH
238,144,2025-10-17 06:03:04,SHIPPED,SOUTH
662,68,2025-10-14 04:12:04,SHIPPED,NORTH
514,,2026-01-28 19:48:14,SHIPPED,EAST
541,463,2026-04-16 00:32:38,PLACED,SOUTH
76,56,2026-05-25 04:50:56,DELIVERED,EAST
499,417,2025-11-15 22:47:15,PLACED,EAST
627,62,2025-11-17 19:40:22,CANCELLED,SOUTH
191,490,2026-06-13 15:30:09,RETURNED,NORTH
262,80,2025-12-17 00:03:10,RETURNED,EAST
215,87,25-03-2026,SHIPPED,SOUTH
569,150,2025-09-21 07:52:00,RETURNED,NORTH
114,402,2026-07-30 06:47:12,SHIPPED,SOUTH
445,314,2025-08-21 03:25:34,SHIPPED,SOUTH
447,310,2026-01-30 09:55:20,DELIVERED,SOUTH
112,52,2025-12-21 07:37:24,DELIVERED,SOUTH
455,232,2025-12-04 09:38:40,PLACED,SOUTH
258,131,2025-11-20 16:20:12,SHIPPED,NORTH
74,347,2026-04-29 01:25:51,RETURNED,WEST
276,346,04-12-2025,SHIPPED,NORTH
229,119,21-09-2025,DELIVERED,SOUTH
188,277,2025-12-04 22:14:38,PLACED,EAST
493,354,2026-04-20 07:28:41,PLACED,EAST
509,473,2025-10-07 08:33:29,RETURNED,EAST
190,99,2026-07-08 04:58:46,PLACED,NORTH
591,62,10-01-2026,RETURNED,SOUTH
559,296,2026-04-08 18:45:59,PLACED,WEST
794,277,2025-11-23 08:42:37,CANCELLED,WEST
409,102,2026-06-16 07:50:19,RETURNED,SOUTH
682,497,2026-05-18 03:52:21,SHIPPED,WEST
586,347,2026-03-06 16:01:31,SHIPPED,EAST
753,286,2025-08-15 19:35:28,PLACED,EAST
271,41,2026-06-06 13:44:29,CANCELLED,WEST
242,66,2026-05-12 16:01:00,SHIPPED,SOUTH
605,433,2025-10-17 18:41:42,PLACED,SOUTH
334,413,14-06-2026,DELIVERED,EAST
582,493,2025-12-31 09:01:10,PLACED,NORTH
273,420,2026-06-25 17:03:18,CANCELLED,WEST
751,264,2026-03-17 15:39:04,PLACED,EAST
4,315,2025-10-02 07:38:53,SHIPPED,EAST
729,353,2026-04-23 21:15:42,RETURNED,EAST
135,373,2026-08-04 02:21:14,DELIVERED,WEST
176,39,2026-03-11 02:07:38,SHIPPED,NORTH
113,461,2026-01-21 14:27:27,RETURNED,NORTH
739,397,2026-07-12 14:07:22,CANCELLED,NORTH
347,216,2025-10-30 21:53:49,CANCELLED,EAST
465,362,2025-08-05 21:07:43,DELIVERED,NORTH
326,,2026-05-05 21:41:07,PLACED,NORTH
33,14,2026-02-24 01:36:45,DELIVERED,NORTH
10,90,2025-11-14 15:52:27,RETURNED,EAST
127,245,2026-05-24 08:29:27,SHIPPED,NORTH
304,122,2026-07-11 12:08:01,RETURNED,EAST
167,29,2025-08-22 04:06:06,SHIPPED,EAST
686,357,2026-05-13 20:51:56,RETURNED,WEST
194,79,28-09-2025,DELIVERED,NORTH
98,,2025-10-03 13:48:07,DELIVERED,NORTH
563,380,2026-07-28 18:09:38,PLACED,EAST
122,347,2026-07-10 05:53:56,PLACED,NORTH
702,114,2025-09-28 07:03:10,DELIVERED,SOUTH
12,151,2025-11-21 02:20:50,PLACED,WEST
106,68,2025-09-16 06:13:31,PLACED,SOUTH
527,115,2026-07-13 22:08:04,RETURNED,EAST
616,173,2026-02-28 00:40:01,PLACED,WEST
147,187,2025-12-03 10:29:07,PLACED,NORTH
591,62,10-01-2026,RETURNED,SOUTH
537,306,2026-02-08 05:43:10,RETURNED,NORTH
236,177,2026-02-11 10:49:43,CANCELLED,NORTH
449,210,2026-02-27 00:26:10,PLACED,EAST
551,432,2026-05-22 21:11:05,CANCELLED,SOUTH
510,74,2025-08-26 09:43:07,PLACED,SOUTH
337,393,2026-03-06 07:44:38,DELIVERED,SOUTH
758,268,2026-01-05 08:46:36,PLACED,NORTH
524,387,2026-05-04 04:42:25,RETURNED,SOUTH
624,219,2025-08-28 22:53:50,CANCELLED,EAST
383,273,2025-10-12 19:01:49,SHIPPED,SOUTH
504,60,2026-05-17 02:27:16,DELIVERED,EAST
581,223,19-01-2026,CANCELLED,WEST
115,426,2025-12-15 08:12:37,SHIPPED,EAST
484,357,2026-01-07 13:21:34,PLACED,NORTH
126,205,2026-02-04 10:28:14,DELIVERED,WEST
299,296,2026-05-20 13:12:31,RETURNED,WEST
149,192,2026-01-11 06:50:24,PLACED,SOUTH
740,17,2025-08-27 05:52:46,RETURNED,NORTH
530,434,2026-07-06 15:17:27,DELIVERED,SOUTH
613,,17-12-2025,RETURNED,SOUTH
696,,2026-01-04 13:42:56,RETURNED,EAST
761,430,2026-03-31 12:44:54,CANCELLED,EAST
506,425,2026-05-14 08:56:03,SHIPPED,EAST
69,332,2026-06-21 00:14:08,SHIPPED,EAST
420,268,2026-07-12 22:33:06,RETURNED,WEST
747,367,2026-01-06 07:41:58,DELIVERED,SOUTH
523,160,2025-12-26 10:54:42,SHIPPED,NORTH
434,486,2026-02-01 02:02:15,SHIPPED,EAST
759,206,2025-12-27 18:23:51,PLACED,SOUTH
203,74,2026-07-06 14:07:53,DELIVERED,NORTH
198,274,16-10-2025,RETURNED,NORTH
564,463,2026-05-08 04:28:04,PLACED,WEST
515,147,2026-01-17 07:48:07,DELIVERED,WEST
329,88,10-11-2025,DELIVERED,EAST
35,339,2025-10-03 12:23:13,RETURNED,WEST
566,409,2026-04-23 01:04:08,SHIPPED,NORTH
192,108,2026-06-07 01:32:02,SHIPPED,WEST
539,351,2026-05-03 10:59:07,CANCELLED,EAST
154,231,2025-11-08 09:55:02,RETURNED,SOUTH
49,77,2025-08-27 19:54:08,RETURNED,NORTH
632,414,2026-07-13 09:57:58,CANCELLED,SOUTH
428,306,2026-05-01 20:26:56,SHIPPED,SOUTH
475,281,2026-06-22 12:34:01,RETURNED,SOUTH
464,355,2026-06-17 00:00:38,SHIPPED,NORTH
644,370,2025-09-24 11:17:50,RETURNED,EAST
121,52,2026-04-30 00:34:25,PLACED,EAST
570,43,2026-05-22 22:43:07,PLACED,EAST
297,162,2026-08-01 00:11:22,RETURNED,EAST
414,316,2026-04-25 20:29:29,CANCELLED,SOUTH
70,263,12-06-2026,PLACED,WEST
549,365,2026-06-21 03:00:17,CANCELLED,WEST
777,303,2026-08-04 13:34:34,RETURNED,EAST
734,160,2026-05-18 02:52:08,SHIPPED,WEST
184,340,2025-08-30 11:41:45,DELIVERED,EAST
239,368,2026-07-19 14:41:08,SHIPPED,WEST
521,15,2026-05-25 08:27:30,PLACED,NORTH
40,431,2026-05-14 17:49:57,RETURNED,WEST
789,434,2026-05-16 04:18:37,PLACED,SOUTH
288,212,2025-08-08 14:36:16,RETURNED,NORTH
609,492,2026-03-05 14:09:51,CANCELLED,EAST
443,421,2026-05-31 20:07:18,DELIVERED,SOUTH
786,200,2026-07-25 21:44:36,PLACED,WEST
481,166,2025-10-15 17:17:54,CANCELLED,NORTH
796,322,2025-08-05 22:59:27,SHIPPED,WEST
209,410,2026-06-07 12:41:18,PLACED,WEST
460,331,2025-09-20 06:38:07,RETURNED,NORTH
160,71,2026-01-01 14:07:08,RETURNED,EAST
82,366,2025-08-08 15:54:17,RETURNED,WEST
384,486,2025-11-20 17:46:16,RETURNED,WEST
15,54,2026-04-03 02:13:20,SHIPPED,EAST
63,,25-09-2025,DELIVERED,SOUTH
703,,2026-03-18 10:45:58,CANCELLED,NORTH
322,228,2025-12-02 14:53:04,DELIVERED,WEST
397,205,2026-03-09 09:18:09,SHIPPED,NORTH
68,,23-02-2026,RETURNED,SOUTH
351,394,2025-11-01 19:30:13,CANCELLED,WEST
572,310,2025-12-14 16:21:14,RETURNED,SOUTH
718,428,2026-06-09 11:57:18,PLACED,EAST
395,236,2025-12-13 08:00:31,SHIPPED,EAST
710,307,11-07-2026,SHIPPED,EAST
186,178,2025-11-20 17:32:51,RETURNED,SOUTH
314,287,2026-06-28 21:05:58,DELIVERED,EAST
97,207,2026-05-11 17:36:30,CANCELLED,WEST
424,336,2026-06-14 20:43:45,PLACED,WEST
659,376,2025-11-19 06:08:57,PLACED,WEST
765,255,2026-02-19 21:53:58,SHIPPED,NORTH
278,208,2026-01-29 00:49:56,RETURNED,NORTH
772,437,2026-06-13 09:24:03,CANCELLED,NORTH
264,204,2025-10-07 01:08:50,CANCELLED,WEST
338,281,2026-02-03 02:21:47,CANCELLED,WEST
60,264,2026-06-02 21:04:24,PLACED,EAST
676,191,2026-04-09 07:07:58,CANCELLED,NORTH
435,337,2026-02-23 20:49:11,CANCELLED,SOUTH
486,310,2026-02-01 02:18:23,DELIVERED,WEST
46,373,2026-02-21 21:45:46,PLACED,NORTH
366,279,2025-10-12 00:52:56,CANCELLED,EAST
19,56,2026-07-06 12:00:21,PLACED,WEST
638,321,2025-08-22 20:48:47,DELIVERED,NORTH
647,193,2025-09-11 02:40:36,PLACED,WEST
343,317,2026-05-17 14:20:14,RETURNED,WEST
597,31,2025-11-19 15:25:40,DELIVERED,SOUTH
211,372,2026-01-01 16:03:07,DELIVERED,EAST
169,17,2025-10-14 23:06:45,CANCELLED,NORTH
674,386,2025-09-11 04:25:46,SHIPPED,SOUTH
603,137,2026-07-14 03:42:33,DELIVERED,WEST
165,458,2025-11-09 11:04:06,DELIVERED,WEST
171,402,2026-02-07 10:50:41,DELIVERED,NORTH
585,346,2025-09-17 16:59:28,RETURNED,SOUTH
778,146,2026-04-07 23:33:08,PLACED,NORTH
315,,2025-10-01 19:40:37,RETURNED,SOUTH
324,482,2026-07-06 11:30:56,PLACED,SOUTH
429,235,2026-04-26 07:00:05,PLACED,NORTH
588,269,2026-06-25 14:26:57,CANCELLED,EAST
300,277,28-11-2025,DELIVERED,WEST
93,367,2026-05-17 17:24:56,PLACED,WEST
143,19,2025-12-26 02:17:49,PLACED,NORTH
403,269,23-12-2025,RETURNED,SOUTH
691,60,29-04-2026,DELIVERED,SOUTH
374,338,14-11-2025,SHIPPED,SOUTH
90,100,2026-01-05 06:36:21,CANCELLED,EAST
764,76,2025-12-14 13:21:49,PLACED,NORTH
733,470,03-05-2026,SHIPPED,NORTH
138,446,2025-10-18 09:35:22,CANCELLED,EAST
525,411,2025-11-25 20:47:39,CANCELLED,NORTH
301,398,2025-10-14 16:02:30,PLACED,WEST
295,55,2026-01-30 06:05:56,PLACED,WEST
776,438,2025-11-02 05:52:43,PLACED,WEST
47,204,2025-09-07 07:06:28,DELIVERED,WEST
14,472,2025-09-02 00:20:48,RETURNED,SOUTH
491,107,2025-09-30 00:14:00,CANCELLED,WEST
310,256,2026-06-12 05:49:59,RETURNED,EAST
166,268,2026-03-01 20:33:46,CANCELLED,SOUTH
222,109,2025-11-19 10:54:26,RETURNED,EAST
595,342,2025-09-09 16:20:24,DELIVERED,EAST
307,352,2025-12-06 20:44:02,PLACED,EAST
630,9,2026-01-08 04:31:46,PLACED,NORTH
342,36,2026-06-19 03:56:47,DELIVERED,NORTH
253,67,2026-03-02 13:48:04,RETURNED,NORTH
550,340,2026-05-05 07:17:49,SHIPPED,SOUTH
257,380,2026-07-20 17:34:18,RETURNED,NORTH
140,194,2026-05-31 01:31:22,SHIPPED,NORTH
207,331,2025-12-15 19:42:21,SHIPPED,SOUTH
791,320,2026-04-10 00:25:27,PLACED,NORTH
240,369,2026-05-19 16:45:59,CANCELLED,WEST
660,246,2025-10-31 19:39:28,PLACED,WEST
641,223,2025-12-02 12:22:46,RETURNED,WEST
518,180,2025-11-24 03:32:05,DELIVERED,SOUTH
576,212,2026-07-13 12:28:28,SHIPPED,WEST
375,104,2026-07-06 06:46:58,SHIPPED,NORTH
158,197,2026-05-08 11:25:34,RETURNED,SOUTH
85,380,2025-10-04 04:23:05,RETURNED,SOUTH
396,299,2025-10-24 05:07:46,DELIVERED,EAST
365,287,2026-06-12 17:40:31,CANCELLED,SOUTH
73,437,2026-01-08 22:09:21,DELIVERED,SOUTH
707,448,2026-06-18 09:16:26,SHIPPED,WEST
422,340,2026-06-12 12:57:16,DELIVERED,SOUTH
332,234,2025-09-26 23:46:45,RETURNED,WEST
408,205,2025-11-30 03:57:11,SHIPPED,SOUTH
678,189,2025-10-26 12:03:42,PLACED,SOUTH
433,321,2026-06-17 22:58:48,CANCELLED,NORTH
532,37,2025-09-20 13:40:36,RETURNED,WEST
102,422,21-06-2026,DELIVERED,WEST
387,259,2026-03-28 17:10:58,SHIPPED,WEST
401,223,2025-10-26 17:54:05,PLACED,SOUTH
472,,2025-10-15 14:11:32,CANCELLED,NORTH
388,463,2026-03-27 20:25:23,DELIVERED,EAST
120,330,2026-07-26 15:38:56,DELIVERED,EAST
666,361,2025-11-28 15:22:55,PLACED,WEST
37,,2025-09-16 08:05:44,DELIVERED,SOUTH
494,282,2026-02-20 16:35:39,PLACED,NORTH
495,175,2026-08-01 13:40:00,RETURNED,NORTH
469,365,09-10-2025,DELIVERED,EAST
362,120,2026-02-27 14:49:26,RETURNED,EAST
148,114,24-07-2026,DELIVERED,EAST
490,1,2025-12-08 21:03:03,CANCELLED,NORTH
17,494,15-12-2025,DELIVERED,WEST
452,444,2025-09-05 20:40:49,SHIPPED,WEST
768,320,10-05-2026,PLACED,WEST
305,256,2026-06-20 13:44:19,CANCELLED,EAST
353,349,2025-08-05 04:53:29,DELIVERED,SOUTH
699,375,2026-03-11 22:52:07,PLACED,SOUTH
210,38,2026-03-12 23:07:33,PLACED,EAST
195,28,2026-03-01 06:16:57,DELIVERED,NORTH
577,86,2025-11-14 20:37:51,DELIVERED,NORTH
39,414,2025-11-24 04:05:51,RETURNED,SOUTH
526,351,2025-09-03 04:43:04,CANCELLED,WEST
543,349,2025-09-04 16:49:50,DELIVERED,EAST
123,456,22-01-2026,SHIPPED,SOUTH
81,299,2026-02-18 08:38:03,RETURNED,SOUTH
656,143,09-09-2025,CANCELLED,SOUTH
664,383,2026-03-16 13:36:25,CANCELLED,WEST
136,424,2026-03-10 13:21:02,RETURNED,NORTH
558,122,2026-01-15 12:46:52,DELIVERED,WEST
321,335,2025-11-16 07:18:26,DELIVERED,WEST
107,365,2026-05-01 17:54:58,PLACED,WEST
606,,2026-07-18 06:48:44,CANCELLED,NORTH
51,136,2025-11-13 06:59:35,CANCELLED,WEST
548,444,15-01-2026,CANCELLED,WEST
313,323,20-11-2025,DELIVERED,EAST
31,431,2025-10-17 03:38:59,PLACED,EAST
743,103,2026-05-29 11:09:00,DELIVERED,NORTH
292,383,2026-07-03 18:17:27,SHIPPED,WEST
492,,2026-01-19 09:26:04,SHIPPED,NORTH
668,358,2026-05-31 03:28:56,RETURNED,SOUTH
621,,2026-04-15 14:55:05,DELIVERED,NORTH
153,24,2026-01-17 07:25:42,RETURNED,NORTH
512,,2026-08-02 22:09:29,RETURNED,NORTH
742,387,25-11-2025,PLACED,SOUTH
195,28,2026-03-01 06:16:57,DELIVERED,NORTH
268,206,2026-02-01 20:46:52,RETURNED,NORTH
398,406,2025-11-02 22:18:41,CANCELLED,NORTH
116,152,2026-05-16 07:24:50,RETURNED,WEST
793,178,2026-04-23 22:02:29,DELIVERED,EAST
405,386,2025-12-17 14:08:29,RETURNED,NORTH
470,493,2026-01-06 13:27:45,SHIPPED,NORTH
311,154,2026-04-25 23:34:38,RETURNED,NORTH
214,79,2025-09-03 21:11:39,DELIVERED,EAST
392,146,2026-02-23 17:16:04,RETURNED,SOUTH
542,232,2026-06-02 09:10:44,CANCELLED,WEST
61,207,2026-07-29 10:49:19,RETURNED,NORTH
797,493,2026-05-14 19:21:55,CANCELLED,EAST
44,65,05-02-2026,PLACED,WEST
156,248,2026-01-04 09:40:10,SHIPPED,SOUTH
289,135,2026-05-22 08:05:08,PLACED,WEST
774,69,2025-12-18 08:22:31,CANCELLED,WEST
77,442,2025-09-05 08:37:07,DELIVERED,SOUTH
574,410,2026-01-17 21:48:20,PLACED,EAST
700,60,2026-06-26 14:47:10,CANCELLED,SOUTH
352,18,2026-06-08 18:10:16,PLACED,SOUTH
323,95,2026-02-03 06:41:53,SHIPPED,SOUTH
296,392,2025-12-16 15:23:55,PLACED,WEST
38,289,13-05-2026,PLACED,NORTH
604,264,2026-04-08 04:44:44,CANCELLED,WEST
206,380,2026-01-24 14:28:19,DELIVERED,SOUTH
34,60,2025-10-21 21:59:56,CANCELLED,WEST
421,73,2025-09-16 04:36:53,PLACED,WEST
59,422,2025-08-26 10:05:18,CANCELLED,EAST
593,357,2025-11-14 21:44:35,DELIVERED,WEST
592,392,2026-05-06 14:11:58,RETURNED,SOUTH
579,244,2025-09-14 18:50:48,RETURNED,SOUTH
480,384,2026-04-06 01:44:48,PLACED,NORTH
175,494,2025-10-03 23:37:12,CANCELLED,SOUTH
643,15,2025-11-05 12:03:14,PLACED,NORTH
246,311,2026-01-11 07:40:06,CANCELLED,SOUTH
679,235,01-07-2026,CANCELLED,SOUTH
146,433,2025-11-26 00:41:35,RETURNED,WEST
770,278,2026-04-02 20:53:15,RETURNED,NORTH
651,17,2025-12-18 13:45:49,PLACED,EAST
53,,2025-12-29 19:32:55,DELIVERED,SOUTH
119,47,2026-07-31 22:20:22,PLACED,NORTH
386,219,2025-10-29 08:54:01,SHIPPED,SOUTH
445,314,2025-08-21 03:25:34,SHIPPED,SOUTH
327,80,20-04-2026,CANCELLED,EAST
695,486,2026-04-05 10:13:48,DELIVERED,SOUTH
358,125,20-12-2025,PLACED,WEST
150,421,2026-07-13 18:36:04,CANCELLED,NORTH
698,374,2025-11-09 00:42:32,CANCELLED,EAST
625,351,2026-01-11 08:16:45,SHIPPED,EAST
24,488,2026-03-29 05:49:02,DELIVERED,SOUTH
141,411,2025-10-17 18:02:44,PLACED,WEST
65,124,2025-09-11 07:33:25,RETURNED,WEST
274,,2026-02-28 04:21:48,RETURNED,EAST
363,225,2025-11-29 08:45:49,PLACED,WEST
8,340,2025-09-05 00:54:22,PLACED,EAST
722,419,2026-04-18 05:15:30,RETURNED,NORTH
92,292,2025-10-24 19:10:46,CANCELLED,SOUTH
185,386,2026-03-20 11:56:05,CANCELLED,NORTH
117,353,2026-05-21 21:53:23,DELIVERED,SOUTH
723,84,2026-01-22 15:59:00,SHIPPED,EAST
100,321,2026-03-16 12:03:44,SHIPPED,EAST
427,261,2026-01-01 22:51:34,PLACED,EAST
619,19,2025-12-07 02:27:15,CANCELLED,NORTH
145,234,2025-08-20 15:49:57,DELIVERED,NORTH
749,436,2026-03-12 13:30:31,DELIVERED,SOUTH
269,494,2026-06-18 07:08:08,PLACED,SOUTH
744,434,2025-10-04 15:52:45,DELIVERED,EAST
513,456,10-03-2026,RETURNED,EAST
663,,2025-11-29 17:59:39,SHIPPED,WEST
673,172,2025-12-13 21:56:14,PLACED,WEST
522,45,2025-11-18 03:55:39,SHIPPED,WEST
379,427,02-05-2026,PLACED,EAST
580,362,2026-03-18 16:25:31,DELIVERED,SOUTH
693,177,2026-05-13 16:27:35,CANCELLED,SOUTH
95,108,2026-04-25 17:28:20,SHIPPED,SOUTH
354,22,2026-07-17 09:27:30,RETURNED,NORTH
391,232,2026-06-07 13:52:26,CANCELLED,NORTH
567,306,2026-02-05 08:12:35,RETURNED,EAST
381,137,2026-02-03 02:26:39,PLACED,EAST
652,437,2026-05-22 17:46:50,CANCELLED,SOUTH
162,320,2026-08-02 19:50:04,DELIVERED,SOUTH
99,388,2025-10-04 20:09:52,SHIPPED,NORTH
370,318,2025-09-04 02:19:33,RETURNED,SOUTH
62,449,2025-10-25 07:13:02,PLACED,SOUTH
119,47,2026-07-31 22:20:22,PLACED,NORTH
129,303,2025-08-29 22:46:49,RETURNED,WEST
508,13,2025-12-31 05:19:54,RETURNED,SOUTH
766,28,2026-04-06 01:28:31,CANCELLED,NORTH
233,292,2025-10-03 04:20:31,CANCELLED,EAST
360,47,2026-04-29 02:35:16,DELIVERED,NORTH
646,167,2026-07-30 04:19:19,SHIPPED,WEST
633,328,2026-06-10 21:04:49,CANCELLED,WEST
792,140,19-01-2026,RETURNED,WEST
382,111,2026-06-29 11:11:00,PLACED,NORTH
728,447,2025-09-30 15:26:06,DELIVERED,EAST
177,220,2026-05-16 08:28:27,DELIVERED,SOUTH
272,267,2026-07-20 21:36:41,RETURNED,NORTH
688,117,2026-02-16 22:56:07,DELIVERED,NORTH
243,21,2025-10-13 20:20:40,SHIPPED,NORTH
189,261,2026-07-06 20:30:18,PLACED,EAST
298,392,2026-01-22 14:21:14,DELIVERED,WEST
340,41,2025-08-07 02:36:37,SHIPPED,EAST
